Time(s),Theta_MATLAB,Omega_MATLAB,Theta_CPP,Omega_CPP,Theta_IKF,Omega_IKF,Theta_Hybrid,Omega_Hybrid,CycleTime_us
2.889000,1.998806,-1.139801,1.998658,-1.191389,1.998805,-1.140282,1.998658,-1.191389,42.000000
2.890000,1.997663,-1.144765,1.997516,-1.196388,1.997663,-1.145246,1.997516,-1.196388,36.000000
2.891000,1.996516,-1.149717,1.996369,-1.201373,1.996516,-1.150198,1.996369,-1.201373,25.000000
2.892000,1.995364,-1.154656,1.995216,-1.206346,1.995364,-1.155138,1.995216,-1.206346,24.000000
2.893000,1.994207,-1.159582,1.994059,-1.211307,1.994206,-1.160065,1.994059,-1.211307,23.000000
2.894000,1.993045,-1.164496,1.992897,-1.216255,1.993044,-1.164978,1.992897,-1.216255,22.000000
2.895000,1.991878,-1.169396,1.991730,-1.221190,1.991878,-1.169880,1.991730,-1.221190,23.000000
2.896000,1.990706,-1.174284,1.990558,-1.226112,1.990706,-1.174768,1.990558,-1.226112,23.000000
2.897000,1.989529,-1.179159,1.989381,-1.231022,1.989529,-1.179643,1.989381,-1.231022,22.000000
2.898000,1.988348,-1.184021,1.988200,-1.235918,1.988347,-1.184505,1.988200,-1.235918,23.000000
2.899000,1.987161,-1.188870,1.987013,-1.240802,1.987161,-1.189355,1.987013,-1.240802,23.000000
2.900000,1.985970,-1.193706,1.985822,-1.245672,1.985970,-1.194191,1.985822,-1.245672,23.000000
2.901000,1.984774,-1.198528,1.984625,-1.250530,1.984773,-1.199014,1.984625,-1.250530,30.000000
2.902000,1.983573,-1.203338,1.983424,-1.255374,1.983573,-1.203824,1.983424,-1.255374,23.000000
2.903000,1.982367,-1.208134,1.982219,-1.260205,1.982367,-1.208620,1.982219,-1.260205,23.000000
2.904000,1.981157,-1.212917,1.981008,-1.265023,1.981156,-1.213403,1.981008,-1.265023,23.000000
2.905000,1.979941,-1.217686,1.979793,-1.269827,1.979941,-1.218173,1.979793,-1.269827,33.000000
2.906000,1.978721,-1.222442,1.978572,-1.274618,1.978721,-1.222930,1.978572,-1.274618,25.000000
2.907000,1.977496,-1.227184,1.977348,-1.279396,1.977496,-1.227672,1.977348,-1.279396,44470.000000
2.908000,1.976267,-1.231913,1.976118,-1.284160,1.976267,-1.232402,1.976118,-1.284160,65.000000
2.909000,1.975033,-1.236628,1.974884,-1.288910,1.975032,-1.237117,1.974884,-1.288910,67.000000
2.910000,1.973794,-1.241329,1.973644,-1.293647,1.973793,-1.241819,1.973644,-1.293647,59.000000
2.911000,1.972550,-1.246017,1.972401,-1.298370,1.972550,-1.246507,1.972401,-1.298370,52.000000
2.912000,1.971302,-1.250691,1.971152,-1.303080,1.971301,-1.251181,1.971152,-1.303080,35.000000
2.913000,1.970049,-1.255351,1.969899,-1.307775,1.970048,-1.255842,1.969899,-1.307775,45.000000
2.914000,1.968791,-1.259997,1.968641,-1.312457,1.968791,-1.260488,1.968641,-1.312457,35.000000
2.915000,1.967529,-1.264629,1.967379,-1.317125,1.967528,-1.265121,1.967379,-1.317125,23.000000
2.916000,1.966262,-1.269247,1.966112,-1.321779,1.966261,-1.269739,1.966112,-1.321779,23.000000
2.917000,1.964990,-1.273851,1.964840,-1.326418,1.964990,-1.274344,1.964840,-1.326418,23.000000
2.918000,1.963714,-1.278441,1.963564,-1.331044,1.963714,-1.278934,1.963564,-1.331044,23.000000
2.919000,1.962433,-1.283016,1.962283,-1.335655,1.962433,-1.283510,1.962283,-1.335655,23.000000
2.920000,1.961148,-1.287578,1.960998,-1.340252,1.961148,-1.288071,1.960998,-1.340252,23.000000
2.921000,1.959858,-1.292125,1.959708,-1.344835,1.959858,-1.292619,1.959708,-1.344835,23.000000
2.922000,1.958564,-1.296657,1.958413,-1.349404,1.958563,-1.297152,1.958413,-1.349404,23.000000
2.923000,1.957265,-1.301175,1.957114,-1.353958,1.957264,-1.301670,1.957114,-1.353958,23.000000
2.924000,1.955961,-1.305679,1.955811,-1.358498,1.955961,-1.306174,1.955811,-1.358498,22.000000
2.925000,1.954653,-1.310168,1.954503,-1.363023,1.954653,-1.310664,1.954503,-1.363023,22.000000
2.926000,1.953341,-1.314642,1.953190,-1.367533,1.953341,-1.315139,1.953190,-1.367533,23.000000
2.927000,1.952024,-1.319102,1.951873,-1.372029,1.952024,-1.319599,1.951873,-1.372029,23.000000
2.928000,1.950703,-1.323547,1.950552,-1.376510,1.950702,-1.324044,1.950552,-1.376510,23.000000
2.929000,1.949377,-1.327977,1.949226,-1.380977,1.949377,-1.328475,1.949226,-1.380977,22.000000
2.930000,1.948047,-1.332393,1.947896,-1.385429,1.948047,-1.332890,1.947896,-1.385429,22.000000
2.931000,1.946712,-1.336793,1.946561,-1.389865,1.946712,-1.337291,1.946561,-1.389865,22.000000
2.932000,1.945373,-1.341178,1.945222,-1.394287,1.945373,-1.341677,1.945222,-1.394287,22.000000
2.933000,1.944030,-1.345549,1.943878,-1.398694,1.944030,-1.346048,1.943878,-1.398694,22.000000
2.934000,1.942682,-1.349904,1.942531,-1.403086,1.942682,-1.350404,1.942531,-1.403086,23.000000
2.935000,1.941330,-1.354244,1.941178,-1.407462,1.941330,-1.354745,1.941178,-1.407462,22.000000
2.936000,1.939974,-1.358570,1.939822,-1.411824,1.939973,-1.359070,1.939822,-1.411824,37.000000
2.937000,1.938613,-1.362879,1.938461,-1.416170,1.938613,-1.363380,1.938461,-1.416170,24.000000
2.938000,1.937248,-1.367174,1.937096,-1.420501,1.937248,-1.367675,1.937096,-1.420501,23.000000
2.939000,1.935879,-1.371453,1.935727,-1.424817,1.935878,-1.371955,1.935727,-1.424817,23.000000
2.940000,1.934505,-1.375717,1.934353,-1.429117,1.934505,-1.376219,1.934353,-1.429117,23.000000
2.941000,1.933127,-1.379965,1.932975,-1.433402,1.933127,-1.380468,1.932975,-1.433402,23.000000
2.942000,1.931745,-1.384198,1.931593,-1.437671,1.931745,-1.384701,1.931593,-1.437671,23.000000
2.943000,1.930359,-1.388415,1.930206,-1.441925,1.930358,-1.388919,1.930206,-1.441925,23.000000
2.944000,1.928968,-1.392617,1.928816,-1.446163,1.928968,-1.393121,1.928816,-1.446163,23.000000
2.945000,1.927574,-1.396803,1.927421,-1.450386,1.927573,-1.397307,1.927421,-1.450386,23.000000
2.946000,1.926175,-1.400973,1.926022,-1.454592,1.926174,-1.401478,1.926022,-1.454592,23.000000
2.947000,1.924772,-1.405127,1.924619,-1.458783,1.924771,-1.405633,1.924619,-1.458783,22.000000
2.948000,1.923364,-1.409266,1.923211,-1.462958,1.923364,-1.409772,1.923211,-1.462958,22.000000
2.949000,1.921953,-1.413388,1.921800,-1.467118,1.921953,-1.413895,1.921800,-1.467118,23.000000
2.950000,1.920538,-1.417495,1.920384,-1.471261,1.920537,-1.418002,1.920384,-1.471261,22.000000
2.951000,1.919118,-1.421586,1.918965,-1.475388,1.919118,-1.422093,1.918965,-1.475388,28.000000
2.952000,1.917694,-1.425660,1.917541,-1.479500,1.917694,-1.426168,1.917541,-1.479500,44323.000000
2.953000,1.916267,-1.429719,1.916113,-1.483595,1.916266,-1.430227,1.916113,-1.483595,24.000000
2.954000,1.914835,-1.433761,1.914681,-1.487674,1.914835,-1.434270,1.914681,-1.487674,23.000000
2.955000,1.913399,-1.437787,1.913246,-1.491736,1.913399,-1.438296,1.913246,-1.491736,26.000000
2.956000,1.911959,-1.441797,1.911806,-1.495783,1.911959,-1.442307,1.911806,-1.495783,23.000000
2.957000,1.910516,-1.445791,1.910362,-1.499813,1.910515,-1.446301,1.910362,-1.499813,23.000000
2.958000,1.909068,-1.449768,1.908914,-1.503827,1.909068,-1.450278,1.908914,-1.503827,22.000000
2.959000,1.907616,-1.453729,1.907462,-1.507824,1.907616,-1.454239,1.907462,-1.507824,23.000000
2.960000,1.906160,-1.457673,1.906006,-1.511805,1.906160,-1.458184,1.906006,-1.511805,23.000000
2.961000,1.904701,-1.461601,1.904546,-1.515769,1.904701,-1.462112,1.904546,-1.515769,22.000000
2.962000,1.903237,-1.465512,1.903083,-1.519717,1.903237,-1.466024,1.903083,-1.519717,24.000000
2.963000,1.901770,-1.469406,1.901615,-1.523648,1.901769,-1.469919,1.901615,-1.523648,22.000000
2.964000,1.900298,-1.473284,1.900144,-1.527562,1.900298,-1.473797,1.900144,-1.527562,23.000000
2.965000,1.898823,-1.477145,1.898669,-1.531459,1.898823,-1.477659,1.898669,-1.531459,22.000000
2.966000,1.897344,-1.480989,1.897189,-1.535340,1.897344,-1.481503,1.897189,-1.535340,23.000000
2.967000,1.895861,-1.484817,1.895706,-1.539204,1.895861,-1.485331,1.895706,-1.539204,22.000000
2.968000,1.894374,-1.488627,1.894220,-1.543051,1.894374,-1.489142,1.894220,-1.543051,23.000000
2.969000,1.892884,-1.492421,1.892729,-1.546881,1.892884,-1.492936,1.892729,-1.546881,22.000000
2.970000,1.891390,-1.496198,1.891234,-1.550694,1.891389,-1.496713,1.891234,-1.550694,22.000000
2.971000,1.889892,-1.499957,1.889736,-1.554490,1.889891,-1.500473,1.889736,-1.554490,22.000000
2.972000,1.888390,-1.503700,1.888234,-1.558268,1.888389,-1.504216,1.888234,-1.558268,22.000000
2.973000,1.886884,-1.507425,1.886729,-1.562030,1.886884,-1.507942,1.886729,-1.562030,22.000000
2.974000,1.885375,-1.511133,1.885219,-1.565774,1.885375,-1.511650,1.885219,-1.565774,23.000000
2.975000,1.883862,-1.514824,1.883706,-1.569501,1.883862,-1.515342,1.883706,-1.569501,22.000000
2.976000,1.882345,-1.518497,1.882189,-1.573211,1.882345,-1.519016,1.882189,-1.573211,22.000000
2.977000,1.880825,-1.522154,1.880669,-1.576903,1.880825,-1.522672,1.880669,-1.576903,23.000000
2.978000,1.879301,-1.525792,1.879145,-1.580578,1.879301,-1.526312,1.879145,-1.580578,22.000000
2.979000,1.877773,-1.529414,1.877617,-1.584236,1.877773,-1.529933,1.877617,-1.584236,23.000000
2.980000,1.876242,-1.533018,1.876086,-1.587876,1.876242,-1.533538,1.876086,-1.587876,22.000000
2.981000,1.874707,-1.536604,1.874551,-1.591498,1.874707,-1.537125,1.874551,-1.591498,22.000000
2.982000,1.873169,-1.540173,1.873013,-1.595102,1.873169,-1.540694,1.873013,-1.595102,22.000000
2.983000,1.871627,-1.543724,1.871470,-1.598689,1.871627,-1.544245,1.871470,-1.598689,32.000000
2.984000,1.870081,-1.547257,1.869925,-1.602259,1.870081,-1.547779,1.869925,-1.602259,23.000000
2.985000,1.868532,-1.550773,1.868376,-1.605810,1.868532,-1.551295,1.868376,-1.605810,23.000000
2.986000,1.866980,-1.554271,1.866823,-1.609344,1.866980,-1.554794,1.866823,-1.609344,23.000000
2.987000,1.865424,-1.557751,1.865267,-1.612860,1.865424,-1.558274,1.865267,-1.612860,24.000000
2.988000,1.863864,-1.561213,1.863707,-1.616357,1.863864,-1.561737,1.863707,-1.616357,23.000000
2.989000,1.862302,-1.564657,1.862144,-1.619837,1.862301,-1.565181,1.862144,-1.619837,23.000000
2.990000,1.860735,-1.568084,1.860578,-1.623299,1.860735,-1.568608,1.860578,-1.623299,23.000000
2.991000,1.859165,-1.571492,1.859008,-1.626743,1.859165,-1.572017,1.859008,-1.626743,23.000000
2.992000,1.857592,-1.574882,1.857435,-1.630168,1.857592,-1.575408,1.857435,-1.630168,23.000000
2.993000,1.856016,-1.578254,1.855858,-1.633576,1.856015,-1.578780,1.855858,-1.633576,23.000000
2.994000,1.854436,-1.581608,1.854278,-1.636965,1.854435,-1.582134,1.854278,-1.636965,23.000000
2.995000,1.852852,-1.584944,1.852695,-1.640336,1.852852,-1.585471,1.852695,-1.640336,23.000000
2.996000,1.851266,-1.588261,1.851108,-1.643689,1.851266,-1.588789,1.851108,-1.643689,24.000000
2.997000,1.849676,-1.591561,1.849518,-1.647023,1.849676,-1.592088,1.849518,-1.647023,51186.000000
2.998000,1.848083,-1.594841,1.847925,-1.650339,1.848082,-1.595369,1.847925,-1.650339,43.000000
2.999000,1.846486,-1.598104,1.846328,-1.653636,1.846486,-1.598632,1.846328,-1.653636,35.000000
3.000000,1.844886,-1.601348,1.844728,-1.656915,1.844886,-1.601877,1.844728,-1.656915,33.000000
3.001000,1.843284,-1.604573,1.843125,-1.660175,1.843283,-1.605103,1.843125,-1.660175,56.000000
3.002000,1.841677,-1.607781,1.841519,-1.663417,1.841677,-1.608310,1.841519,-1.663417,36.000000
3.003000,1.840068,-1.610969,1.839909,-1.666640,1.840068,-1.611499,1.839909,-1.666640,34.000000
3.004000,1.838455,-1.614139,1.838297,-1.669845,1.838455,-1.614669,1.838297,-1.669845,58.000000
3.005000,1.836840,-1.617290,1.836681,-1.673031,1.836839,-1.617821,1.836681,-1.673031,35.000000
3.006000,1.835221,-1.620423,1.835062,-1.676198,1.835221,-1.620954,1.835062,-1.676198,34.000000
3.007000,1.833599,-1.623536,1.833440,-1.679346,1.833599,-1.624068,1.833440,-1.679346,39.000000
3.008000,1.831974,-1.626631,1.831815,-1.682475,1.831973,-1.627164,1.831815,-1.682475,35.000000
3.009000,1.830346,-1.629707,1.830187,-1.685585,1.830345,-1.630240,1.830187,-1.685585,35.000000
3.010000,1.828714,-1.632765,1.828555,-1.688677,1.828714,-1.633298,1.828555,-1.688677,35.000000
3.011000,1.827080,-1.635803,1.826921,-1.691749,1.827080,-1.636337,1.826921,-1.691749,35.000000
3.012000,1.825443,-1.638822,1.825283,-1.694803,1.825442,-1.639356,1.825283,-1.694803,34.000000
3.013000,1.823802,-1.641823,1.823643,-1.697837,1.823802,-1.642357,1.823643,-1.697837,33.000000
3.014000,1.822159,-1.644804,1.822000,-1.700852,1.822159,-1.645339,1.822000,-1.700852,33.000000
3.015000,1.820513,-1.647766,1.820353,-1.703848,1.820513,-1.648302,1.820353,-1.703848,33.000000
3.016000,1.818864,-1.650710,1.818704,-1.706825,1.818863,-1.651245,1.818704,-1.706825,41.000000
3.017000,1.817211,-1.653634,1.817052,-1.709782,1.817211,-1.654170,1.817052,-1.709782,33.000000
3.018000,1.815556,-1.656538,1.815396,-1.712721,1.815556,-1.657075,1.815396,-1.712721,32.000000
3.019000,1.813898,-1.659424,1.813738,-1.715639,1.813898,-1.659961,1.813738,-1.715639,38.000000
3.020000,1.812237,-1.662290,1.812077,-1.718539,1.812237,-1.662828,1.812077,-1.718539,35.000000
3.021000,1.810574,-1.665137,1.810414,-1.721419,1.810573,-1.665675,1.810414,-1.721419,33.000000
3.022000,1.808907,-1.667965,1.808747,-1.724280,1.808907,-1.668503,1.808747,-1.724280,39.000000
3.023000,1.807238,-1.670773,1.807078,-1.727121,1.807238,-1.671312,1.807078,-1.727121,35.000000
3.024000,1.805566,-1.673562,1.805405,-1.729942,1.805565,-1.674101,1.805405,-1.729942,33.000000
3.025000,1.803891,-1.676331,1.803730,-1.732744,1.803890,-1.676870,1.803730,-1.732744,35.000000
3.026000,1.802213,-1.679081,1.802052,-1.735527,1.802213,-1.679620,1.802052,-1.735527,33.000000
3.027000,1.800533,-1.681811,1.800372,-1.738289,1.800532,-1.682351,1.800372,-1.738289,33.000000
3.028000,1.798849,-1.684521,1.798689,-1.741032,1.798849,-1.685062,1.798689,-1.741032,43.000000
3.029000,1.797164,-1.687212,1.797003,-1.743756,1.797163,-1.687753,1.797003,-1.743756,47.000000
3.030000,1.795475,-1.689883,1.795314,-1.746459,1.795475,-1.690425,1.795314,-1.746459,34.000000
3.031000,1.793784,-1.692535,1.793623,-1.749143,1.793784,-1.693077,1.793623,-1.749143,37.000000
3.032000,1.792090,-1.695167,1.791929,-1.751806,1.792090,-1.695709,1.791929,-1.751806,34.000000
3.033000,1.790393,-1.697778,1.790232,-1.754450,1.790393,-1.698321,1.790232,-1.754450,35.000000
3.034000,1.788694,-1.700371,1.788533,-1.757074,1.788694,-1.700914,1.788533,-1.757074,34.000000
3.035000,1.786993,-1.702943,1.786831,-1.759678,1.786992,-1.703487,1.786831,-1.759678,31.000000
3.036000,1.785288,-1.705495,1.785127,-1.762262,1.785288,-1.706039,1.785127,-1.762262,35.000000
3.037000,1.783582,-1.708028,1.783420,-1.764826,1.783581,-1.708572,1.783420,-1.764826,34.000000
3.038000,1.781872,-1.710540,1.781711,-1.767370,1.781872,-1.711085,1.781711,-1.767370,35.000000
3.039000,1.780161,-1.713032,1.779999,-1.769893,1.780160,-1.713578,1.779999,-1.769893,37.000000
3.040000,1.778446,-1.715505,1.778285,-1.772397,1.778446,-1.716051,1.778285,-1.772397,37.000000
3.041000,1.776730,-1.717957,1.776568,-1.774880,1.776729,-1.718503,1.776568,-1.774880,34.000000
3.042000,1.775010,-1.720389,1.774848,-1.777343,1.775010,-1.720936,1.774848,-1.777343,34.000000
3.043000,1.773289,-1.722801,1.773127,-1.779786,1.773289,-1.723348,1.773127,-1.779786,33.000000
3.044000,1.771565,-1.725193,1.771403,-1.782208,1.771565,-1.725740,1.771403,-1.782208,34.000000
3.045000,1.769838,-1.727565,1.769676,-1.784610,1.769838,-1.728112,1.769676,-1.784610,34.000000
3.046000,1.768110,-1.729916,1.767947,-1.786992,1.768109,-1.730464,1.767947,-1.786992,34.000000
3.047000,1.766379,-1.732247,1.766216,-1.789353,1.766378,-1.732796,1.766216,-1.789353,34.000000
3.048000,1.764645,-1.734558,1.764483,-1.791694,1.764645,-1.735107,1.764483,-1.791694,40.000000
3.049000,1.762910,-1.736848,1.762747,-1.794014,1.762909,-1.737398,1.762747,-1.794014,45.000000
3.050000,1.761172,-1.739118,1.761009,-1.796314,1.761171,-1.739668,1.761009,-1.796314,37.000000
3.051000,1.759431,-1.741368,1.759269,-1.798593,1.759431,-1.741918,1.759269,-1.798593,52251.000000
3.052000,1.757689,-1.743597,1.757526,-1.800852,1.757689,-1.744148,1.757526,-1.800852,26.000000
3.053000,1.755944,-1.745806,1.755781,-1.803090,1.755944,-1.746357,1.755781,-1.803090,66.000000
3.054000,1.754197,-1.747994,1.754034,-1.805307,1.754197,-1.748545,1.754034,-1.805307,15.000000
3.055000,1.752448,-1.750161,1.752285,-1.807504,1.752448,-1.750713,1.752285,-1.807504,13.000000
3.056000,1.750697,-1.752308,1.750534,-1.809680,1.750697,-1.752860,1.750534,-1.809680,12.000000
3.057000,1.748944,-1.754435,1.748780,-1.811835,1.748943,-1.754987,1.748780,-1.811835,13.000000
3.058000,1.747188,-1.756540,1.747025,-1.813970,1.747188,-1.757093,1.747025,-1.813970,17.000000
3.059000,1.745430,-1.758625,1.745267,-1.816084,1.745430,-1.759179,1.745267,-1.816084,14.000000
3.060000,1.743671,-1.760690,1.743507,-1.818176,1.743671,-1.761243,1.743507,-1.818176,14.000000
3.061000,1.741909,-1.762733,1.741746,-1.820248,1.741909,-1.763287,1.741746,-1.820248,13.000000
3.062000,1.740145,-1.764756,1.739982,-1.822299,1.740145,-1.765311,1.739982,-1.822299,106.000000
3.063000,1.738380,-1.766758,1.738216,-1.824329,1.738379,-1.767313,1.738216,-1.824329,25.000000
3.064000,1.736612,-1.768740,1.736448,-1.826338,1.736612,-1.769295,1.736448,-1.826338,14.000000
3.065000,1.734842,-1.770700,1.734678,-1.828327,1.734842,-1.771255,1.734678,-1.828327,17.000000
3.066000,1.733070,-1.772639,1.732906,-1.830294,1.733070,-1.773195,1.732906,-1.830294,14.000000
3.067000,1.731297,-1.774558,1.731133,-1.832240,1.731297,-1.775114,1.731133,-1.832240,14.000000
3.068000,1.729521,-1.776456,1.729357,-1.834165,1.729521,-1.777012,1.729357,-1.834165,13.000000
3.069000,1.727744,-1.778332,1.727580,-1.836068,1.727744,-1.778889,1.727580,-1.836068,12.000000
3.070000,1.725965,-1.780188,1.725800,-1.837951,1.725964,-1.780745,1.725800,-1.837951,13.000000
3.071000,1.724184,-1.782023,1.724019,-1.839813,1.724183,-1.782581,1.724019,-1.839813,12.000000
3.072000,1.722401,-1.783836,1.722236,-1.841653,1.722400,-1.784395,1.722236,-1.841653,12.000000
3.073000,1.720616,-1.785629,1.720451,-1.843472,1.720616,-1.786187,1.720451,-1.843472,13.000000
3.074000,1.718829,-1.787400,1.718665,-1.845270,1.718829,-1.787959,1.718665,-1.845270,13.000000
3.075000,1.717041,-1.789151,1.716876,-1.847046,1.717041,-1.789710,1.716876,-1.847046,13.000000
3.076000,1.715251,-1.790880,1.715086,-1.848801,1.715251,-1.791440,1.715086,-1.848801,14.000000
3.077000,1.713459,-1.792588,1.713295,-1.850535,1.713459,-1.793148,1.713295,-1.850535,12.000000
3.078000,1.711666,-1.794275,1.711501,-1.852248,1.711666,-1.794835,1.711501,-1.852248,14.000000
3.079000,1.709871,-1.795940,1.709706,-1.853939,1.709871,-1.796501,1.709706,-1.853939,12.000000
3.080000,1.708074,-1.797585,1.707909,-1.855609,1.708074,-1.798146,1.707909,-1.855609,13.000000
3.081000,1.706276,-1.799208,1.706111,-1.857257,1.706275,-1.799769,1.706111,-1.857257,13.000000
3.082000,1.704476,-1.800810,1.704311,-1.858884,1.704475,-1.801371,1.704311,-1.858884,13.000000
3.083000,1.702674,-1.802390,1.702509,-1.860489,1.702674,-1.802952,1.702509,-1.860489,14.000000
3.084000,1.700871,-1.803949,1.700706,-1.862073,1.700871,-1.804512,1.700706,-1.862073,13.000000
3.085000,1.699066,-1.805487,1.698901,-1.863635,1.699066,-1.806050,1.698901,-1.863635,12.000000
3.086000,1.697260,-1.807003,1.697095,-1.865176,1.697260,-1.807566,1.697095,-1.865176,13.000000
3.087000,1.695452,-1.808498,1.695287,-1.866695,1.695452,-1.809062,1.695287,-1.866695,12.000000
3.088000,1.693643,-1.809972,1.693477,-1.868193,1.693643,-1.810536,1.693477,-1.868193,13.000000
3.089000,1.691832,-1.811424,1.691667,-1.869669,1.691832,-1.811988,1.691667,-1.869669,14.000000
3.090000,1.690020,-1.812854,1.689854,-1.871123,1.690020,-1.813419,1.689854,-1.871123,15.000000
3.091000,1.688207,-1.814263,1.688041,-1.872556,1.688206,-1.814828,1.688041,-1.872556,13.000000
3.092000,1.686392,-1.815651,1.686226,-1.873967,1.686391,-1.816216,1.686226,-1.873967,17.000000
3.093000,1.684575,-1.817017,1.684409,-1.875356,1.684575,-1.817582,1.684409,-1.875356,16.000000
3.094000,1.682758,-1.818361,1.682592,-1.876723,1.682757,-1.818927,1.682592,-1.876723,14.000000
3.095000,1.680939,-1.819684,1.680773,-1.878069,1.680938,-1.820250,1.680773,-1.878069,16.000000
3.096000,1.679118,-1.820986,1.678952,-1.879393,1.679118,-1.821552,1.678952,-1.879393,13.000000
3.097000,1.677297,-1.822265,1.677130,-1.880695,1.677296,-1.822832,1.677130,-1.880695,14.000000
3.098000,1.675474,-1.823523,1.675307,-1.881975,1.675473,-1.824090,1.675307,-1.881975,14.000000
3.099000,1.673650,-1.824760,1.673483,-1.883234,1.673649,-1.825327,1.673483,-1.883234,13.000000
3.100000,1.671824,-1.825974,1.671658,-1.884471,1.671824,-1.826542,1.671658,-1.884471,13.000000
3.101000,1.669998,-1.827167,1.669831,-1.885685,1.669997,-1.827735,1.669831,-1.885685,29.000000
3.102000,1.668170,-1.828339,1.668003,-1.886878,1.668170,-1.828907,1.668003,-1.886878,15.000000
3.103000,1.666341,-1.829488,1.666174,-1.888049,1.666341,-1.830057,1.666174,-1.888049,14.000000
3.104000,1.664511,-1.830616,1.664344,-1.889198,1.664511,-1.831185,1.664344,-1.889198,44929.000000
3.105000,1.662680,-1.831722,1.662513,-1.890325,1.662679,-1.832291,1.662513,-1.890325,17.000000
3.106000,1.660847,-1.832806,1.660681,-1.891431,1.660847,-1.833376,1.660681,-1.891431,13.000000
3.107000,1.659014,-1.833869,1.658847,-1.892514,1.659014,-1.834439,1.658847,-1.892514,11.000000
3.108000,1.657180,-1.834910,1.657013,-1.893575,1.657179,-1.835480,1.657013,-1.893575,16.000000
3.109000,1.655344,-1.835928,1.655177,-1.894614,1.655344,-1.836499,1.655177,-1.894614,10.000000
3.110000,1.653508,-1.836925,1.653341,-1.895631,1.653508,-1.837496,1.653341,-1.895631,10.000000
3.111000,1.651670,-1.837901,1.651503,-1.896626,1.651670,-1.838472,1.651503,-1.896626,10.000000
3.112000,1.649832,-1.838854,1.649665,-1.897599,1.649832,-1.839425,1.649665,-1.897599,15.000000
3.113000,1.647993,-1.839785,1.647826,-1.898550,1.647992,-1.840357,1.647826,-1.898550,14.000000
3.114000,1.646152,-1.840695,1.645985,-1.899479,1.646152,-1.841267,1.645985,-1.899479,9.000000
3.115000,1.644311,-1.841582,1.644144,-1.900386,1.644311,-1.842155,1.644144,-1.900386,10.000000
3.116000,1.642469,-1.842448,1.642302,-1.901271,1.642469,-1.843021,1.642302,-1.901271,9.000000
3.117000,1.640626,-1.843292,1.640459,-1.902133,1.640626,-1.843865,1.640459,-1.902133,10.000000
3.118000,1.638783,-1.844113,1.638615,-1.902974,1.638782,-1.844687,1.638615,-1.902974,10.000000
3.119000,1.636938,-1.844913,1.636771,-1.903792,1.636938,-1.845487,1.636771,-1.903792,9.000000
3.120000,1.635093,-1.845691,1.634926,-1.904588,1.635093,-1.846265,1.634926,-1.904588,10.000000
3.121000,1.633247,-1.846447,1.633079,-1.905362,1.633247,-1.847021,1.633079,-1.905362,10.000000
3.122000,1.631400,-1.847181,1.631233,-1.906114,1.631400,-1.847755,1.631233,-1.906114,10.000000
3.123000,1.629552,-1.847893,1.629385,-1.906843,1.629552,-1.848467,1.629385,-1.906843,10.000000
3.124000,1.627704,-1.848582,1.627537,-1.907550,1.627704,-1.849157,1.627537,-1.907550,11.000000
3.125000,1.625855,-1.849250,1.625688,-1.908235,1.625855,-1.849826,1.625688,-1.908235,9.000000
3.126000,1.624006,-1.849896,1.623838,-1.908898,1.624005,-1.850472,1.623838,-1.908898,10.000000
3.127000,1.622156,-1.850520,1.621988,-1.909539,1.622155,-1.851096,1.621988,-1.909539,9.000000
3.128000,1.620305,-1.851121,1.620137,-1.910157,1.620304,-1.851697,1.620137,-1.910157,10.000000
3.129000,1.618453,-1.851701,1.618285,-1.910753,1.618453,-1.852277,1.618285,-1.910753,9.000000
3.130000,1.616601,-1.852258,1.616433,-1.911327,1.616601,-1.852835,1.616433,-1.911327,10.000000
3.131000,1.614749,-1.852794,1.614581,-1.911879,1.614749,-1.853371,1.614581,-1.911879,9.000000
3.132000,1.612896,-1.853307,1.612728,-1.912408,1.612895,-1.853884,1.612728,-1.912408,10.000000
3.133000,1.611042,-1.853798,1.610874,-1.912915,1.611042,-1.854376,1.610874,-1.912915,12.000000
3.134000,1.609188,-1.854268,1.609020,-1.913399,1.609188,-1.854845,1.609020,-1.913399,9.000000
3.135000,1.607334,-1.854715,1.607166,-1.913862,1.607333,-1.855293,1.607166,-1.913862,9.000000
3.136000,1.605479,-1.855139,1.605311,-1.914302,1.605478,-1.855718,1.605311,-1.914302,9.000000
3.137000,1.603623,-1.855542,1.603455,-1.914719,1.603623,-1.856121,1.603455,-1.914719,9.000000
3.138000,1.601768,-1.855923,1.601599,-1.915115,1.601767,-1.856502,1.601599,-1.915115,9.000000
3.139000,1.599912,-1.856281,1.599743,-1.915488,1.599911,-1.856860,1.599743,-1.915488,9.000000
3.140000,1.598055,-1.856618,1.597887,-1.915838,1.598055,-1.857197,1.597887,-1.915838,9.000000
3.141000,1.596198,-1.856932,1.596030,-1.916167,1.596198,-1.857511,1.596030,-1.916167,9.000000
3.142000,1.594341,-1.857224,1.594173,-1.916473,1.594341,-1.857804,1.594173,-1.916473,9.000000
3.143000,1.592484,-1.857494,1.592315,-1.916756,1.592484,-1.858074,1.592315,-1.916756,9.000000
3.144000,1.590626,-1.857742,1.590458,-1.917017,1.590626,-1.858322,1.590458,-1.917017,9.000000
3.145000,1.588768,-1.857967,1.588600,-1.917256,1.588768,-1.858548,1.588600,-1.917256,9.000000
