Time(s),Theta_MATLAB,Omega_MATLAB,Theta_CPP,Omega_CPP,Theta_IKF,Omega_IKF,Theta_Hybrid,Omega_Hybrid,CycleTime_us
5.678000,1.160679,1.213872,1.160518,1.157137,1.160679,1.213290,1.160518,1.157137,16.000000
5.679000,1.161895,1.218639,1.161735,1.161882,1.161895,1.218057,1.161735,1.161882,6.000000
5.680000,1.163116,1.223392,1.162956,1.166613,1.163116,1.222810,1.162956,1.166613,6.000000
5.681000,1.164342,1.228131,1.164181,1.171330,1.164342,1.227549,1.164181,1.171330,6.000000
5.682000,1.165572,1.232857,1.165412,1.176034,1.165572,1.232275,1.165412,1.176034,6.000000
5.683000,1.166808,1.237570,1.166647,1.180724,1.166807,1.236987,1.166647,1.180724,6.000000
5.684000,1.168048,1.242269,1.167887,1.185400,1.168047,1.241686,1.167887,1.185400,6.000000
5.685000,1.169292,1.246954,1.169131,1.190063,1.169292,1.246371,1.169131,1.190063,6.000000
5.686000,1.170541,1.251625,1.170380,1.194712,1.170541,1.251042,1.170380,1.194712,6.000000
5.687000,1.171795,1.256282,1.171634,1.199347,1.171795,1.255699,1.171634,1.199347,6.000000
5.688000,1.173054,1.260925,1.172893,1.203968,1.173054,1.260342,1.172893,1.203968,6.000000
5.689000,1.174317,1.265554,1.174156,1.208575,1.174317,1.264971,1.174156,1.208575,6.000000
5.690000,1.175585,1.270170,1.175424,1.213168,1.175585,1.269586,1.175424,1.213168,8.000000
5.691000,1.176858,1.274771,1.176696,1.217747,1.176857,1.274187,1.176696,1.217747,8.000000
5.692000,1.178135,1.279358,1.177973,1.222311,1.178134,1.278774,1.177973,1.222311,667.000000
5.693000,1.179416,1.283930,1.179255,1.226862,1.179416,1.283346,1.179255,1.226862,44785.000000
5.694000,1.180703,1.288489,1.180541,1.231398,1.180702,1.287905,1.180541,1.231398,8.000000
5.695000,1.181993,1.293033,1.181832,1.235920,1.181993,1.292449,1.181832,1.235920,10.000000
5.696000,1.183289,1.297562,1.183127,1.240427,1.183288,1.296978,1.183127,1.240427,8.000000
5.697000,1.184588,1.302078,1.184427,1.244920,1.184588,1.301493,1.184427,1.244920,8.000000
5.698000,1.185893,1.306578,1.185731,1.249399,1.185892,1.305994,1.185731,1.249399,8.000000
5.699000,1.187202,1.311064,1.187040,1.253863,1.187201,1.310480,1.187040,1.253863,8.000000
5.700000,1.188515,1.315536,1.188353,1.258312,1.188515,1.314951,1.188353,1.258312,8.000000
5.701000,1.189833,1.319993,1.189671,1.262747,1.189832,1.319408,1.189671,1.262747,11.000000
5.702000,1.191155,1.324435,1.190993,1.267167,1.191155,1.323849,1.190993,1.267167,9.000000
5.703000,1.192481,1.328862,1.192319,1.271572,1.192481,1.328277,1.192319,1.271572,9.000000
5.704000,1.193813,1.333274,1.193650,1.275962,1.193812,1.332689,1.193650,1.275962,20.000000
5.705000,1.195148,1.337672,1.194986,1.280338,1.195148,1.337086,1.194986,1.280338,9.000000
5.706000,1.196488,1.342054,1.196326,1.284698,1.196488,1.341468,1.196326,1.284698,15.000000
5.707000,1.197832,1.346422,1.197670,1.289044,1.197832,1.345836,1.197670,1.289044,8.000000
5.708000,1.199181,1.350774,1.199018,1.293374,1.199180,1.350188,1.199018,1.293374,14.000000
5.709000,1.200534,1.355111,1.200371,1.297689,1.200533,1.354525,1.200371,1.297689,8.000000
5.710000,1.201891,1.359433,1.201728,1.301990,1.201891,1.358847,1.201728,1.301990,14.000000
5.711000,1.203253,1.363740,1.203090,1.306275,1.203252,1.363153,1.203090,1.306275,8.000000
5.712000,1.204618,1.368031,1.204456,1.310544,1.204618,1.367445,1.204456,1.310544,15.000000
5.713000,1.205989,1.372307,1.205826,1.314799,1.205988,1.371721,1.205826,1.314799,9.000000
5.714000,1.207363,1.376568,1.207200,1.319037,1.207363,1.375981,1.207200,1.319037,8.000000
5.715000,1.208742,1.380813,1.208579,1.323261,1.208741,1.380226,1.208579,1.323261,8.000000
5.716000,1.210125,1.385043,1.209962,1.327469,1.210124,1.384456,1.209962,1.327469,8.000000
5.717000,1.211512,1.389257,1.211349,1.331662,1.211512,1.388670,1.211349,1.331662,8.000000
5.718000,1.212903,1.393456,1.212740,1.335838,1.212903,1.392868,1.212740,1.335838,8.000000
5.719000,1.214299,1.397638,1.214136,1.340000,1.214298,1.397051,1.214136,1.340000,8.000000
5.720000,1.215698,1.401805,1.215535,1.344145,1.215698,1.401218,1.215535,1.344145,8.000000
5.721000,1.217102,1.405957,1.216939,1.348275,1.217102,1.405369,1.216939,1.348275,8.000000
5.722000,1.218510,1.410092,1.218347,1.352389,1.218510,1.409504,1.218347,1.352389,8.000000
5.723000,1.219923,1.414211,1.219759,1.356487,1.219922,1.413623,1.219759,1.356487,8.000000
5.724000,1.221339,1.418315,1.221175,1.360569,1.221338,1.417727,1.221175,1.360569,8.000000
5.725000,1.222759,1.422402,1.222596,1.364636,1.222759,1.421814,1.222596,1.364636,8.000000
5.726000,1.224184,1.426474,1.224020,1.368686,1.224183,1.425885,1.224020,1.368686,8.000000
5.727000,1.225612,1.430529,1.225448,1.372720,1.225612,1.429941,1.225448,1.372720,9.000000
5.728000,1.227045,1.434568,1.226881,1.376738,1.227044,1.433980,1.226881,1.376738,8.000000
5.729000,1.228481,1.438591,1.228317,1.380740,1.228481,1.438002,1.228317,1.380740,8.000000
5.730000,1.229922,1.442598,1.229758,1.384725,1.229922,1.442009,1.229758,1.384725,8.000000
5.731000,1.231366,1.446588,1.231203,1.388695,1.231366,1.445999,1.231203,1.388695,8.000000
5.732000,1.232815,1.450562,1.232651,1.392648,1.232815,1.449973,1.232651,1.392648,8.000000
5.733000,1.234268,1.454519,1.234104,1.396584,1.234267,1.453930,1.234104,1.396584,8.000000
5.734000,1.235724,1.458460,1.235560,1.400505,1.235724,1.457871,1.235560,1.400505,8.000000
5.735000,1.237184,1.462385,1.237020,1.404408,1.237184,1.461795,1.237020,1.404408,8.000000
5.736000,1.238649,1.466292,1.238485,1.408296,1.238648,1.465703,1.238485,1.408296,8.000000
5.737000,1.240117,1.470184,1.239953,1.412166,1.240117,1.469594,1.239953,1.412166,46579.000000
5.738000,1.241589,1.474058,1.241425,1.416020,1.241589,1.473468,1.241425,1.416020,15.000000
5.739000,1.243065,1.477916,1.242901,1.419858,1.243065,1.477326,1.242901,1.419858,8.000000
5.740000,1.244545,1.481757,1.244381,1.423678,1.244545,1.481167,1.244381,1.423678,8.000000
5.741000,1.246029,1.485581,1.245864,1.427482,1.246028,1.484991,1.245864,1.427482,8.000000
5.742000,1.247516,1.489388,1.247352,1.431269,1.247516,1.488798,1.247352,1.431269,8.000000
5.743000,1.249007,1.493178,1.248843,1.435039,1.249007,1.492588,1.248843,1.435039,8.000000
5.744000,1.250502,1.496951,1.250338,1.438792,1.250502,1.496361,1.250338,1.438792,14.000000
5.745000,1.252001,1.500707,1.251837,1.442528,1.252001,1.500117,1.251837,1.442528,8.000000
5.746000,1.253504,1.504446,1.253339,1.446247,1.253504,1.503856,1.253339,1.446247,8.000000
5.747000,1.255010,1.508168,1.254845,1.449949,1.255010,1.507578,1.254845,1.449949,8.000000
5.748000,1.256520,1.511873,1.256355,1.453634,1.256520,1.511282,1.256355,1.453634,8.000000
5.749000,1.258034,1.515560,1.257869,1.457302,1.258034,1.514969,1.257869,1.457302,8.000000
5.750000,1.259551,1.519230,1.259386,1.460953,1.259551,1.518639,1.259386,1.460953,8.000000
5.751000,1.261072,1.522883,1.260907,1.464586,1.261072,1.522292,1.260907,1.464586,8.000000
5.752000,1.262597,1.526518,1.262432,1.468202,1.262597,1.525927,1.262432,1.468202,8.000000
5.753000,1.264125,1.530136,1.263960,1.471800,1.264125,1.529545,1.263960,1.471800,8.000000
5.754000,1.265657,1.533737,1.265492,1.475382,1.265657,1.533145,1.265492,1.475382,8.000000
5.755000,1.267193,1.537320,1.267028,1.478945,1.267193,1.536728,1.267028,1.478945,8.000000
5.756000,1.268732,1.540885,1.268567,1.482491,1.268732,1.540293,1.268567,1.482491,8.000000
5.757000,1.270275,1.544432,1.270109,1.486020,1.270274,1.543841,1.270109,1.486020,8.000000
5.758000,1.271821,1.547962,1.271655,1.489531,1.271821,1.547370,1.271655,1.489531,8.000000
5.759000,1.273371,1.551474,1.273205,1.493024,1.273370,1.550882,1.273205,1.493024,8.000000
5.760000,1.274924,1.554969,1.274758,1.496500,1.274923,1.554377,1.274758,1.496500,8.000000
5.761000,1.276480,1.558445,1.276315,1.499958,1.276480,1.557853,1.276315,1.499958,8.000000
5.762000,1.278041,1.561904,1.277875,1.503398,1.278040,1.561312,1.277875,1.503398,8.000000
5.763000,1.279604,1.565344,1.279439,1.506820,1.279604,1.564752,1.279439,1.506820,8.000000
5.764000,1.281171,1.568767,1.281006,1.510225,1.281171,1.568175,1.281006,1.510225,8.000000
5.765000,1.282742,1.572172,1.282576,1.513611,1.282742,1.571579,1.282576,1.513611,8.000000
5.766000,1.284316,1.575558,1.284150,1.516980,1.284315,1.574966,1.284150,1.516980,8.000000
5.767000,1.285893,1.578927,1.285727,1.520330,1.285893,1.578334,1.285727,1.520330,8.000000
5.768000,1.287474,1.582277,1.287307,1.523663,1.287473,1.581685,1.287307,1.523663,8.000000
5.769000,1.289057,1.585609,1.288891,1.526977,1.289057,1.585017,1.288891,1.526977,8.000000
5.770000,1.290645,1.588923,1.290479,1.530273,1.290644,1.588330,1.290479,1.530273,8.000000
5.771000,1.292235,1.592219,1.292069,1.533551,1.292235,1.591626,1.292069,1.533551,8.000000
5.772000,1.293829,1.595496,1.293663,1.536811,1.293829,1.594903,1.293663,1.536811,8.000000
5.773000,1.295426,1.598754,1.295260,1.540052,1.295426,1.598161,1.295260,1.540052,8.000000
5.774000,1.297027,1.601995,1.296860,1.543275,1.297026,1.601402,1.296860,1.543275,8.000000
5.775000,1.298630,1.605217,1.298464,1.546480,1.298630,1.604624,1.298464,1.546480,8.000000
5.776000,1.300237,1.608420,1.300071,1.549667,1.300237,1.607827,1.300071,1.549667,8.000000
5.777000,1.301847,1.611605,1.301681,1.552834,1.301847,1.611011,1.301681,1.552834,8.000000
5.778000,1.303460,1.614771,1.303294,1.555984,1.303460,1.614177,1.303294,1.555984,8.000000
5.779000,1.305077,1.617918,1.304910,1.559115,1.305076,1.617325,1.304910,1.559115,8.000000
5.780000,1.306696,1.621047,1.306529,1.562227,1.306696,1.620454,1.306529,1.562227,8.000000
5.781000,1.308319,1.624157,1.308152,1.565320,1.308318,1.623564,1.308152,1.565320,9.000000
5.782000,1.309944,1.627248,1.309778,1.568395,1.309944,1.626655,1.309778,1.568395,9.000000
5.783000,1.311573,1.630321,1.311406,1.571451,1.311573,1.629727,1.311406,1.571451,8.000000
5.784000,1.313205,1.633374,1.313038,1.574489,1.313205,1.632780,1.313038,1.574489,9.000000
5.785000,1.314840,1.636409,1.314673,1.577508,1.314840,1.635815,1.314673,1.577508,673.000000
5.786000,1.316478,1.639424,1.316311,1.580507,1.316478,1.638830,1.316311,1.580507,45792.000000
5.787000,1.318119,1.642421,1.317952,1.583488,1.318119,1.641827,1.317952,1.583488,21.000000
5.788000,1.319763,1.645398,1.319596,1.586450,1.319762,1.644805,1.319596,1.586450,20.000000
5.789000,1.321410,1.648357,1.321242,1.589393,1.321409,1.647763,1.321242,1.589393,20.000000
5.790000,1.323059,1.651296,1.322892,1.592317,1.323059,1.650702,1.322892,1.592317,20.000000
5.791000,1.324712,1.654216,1.324545,1.595222,1.324712,1.653622,1.324545,1.595222,20.000000
5.792000,1.326368,1.657117,1.326201,1.598108,1.326368,1.656523,1.326201,1.598108,25.000000
5.793000,1.328026,1.659999,1.327859,1.600975,1.328026,1.659405,1.327859,1.600975,22.000000
5.794000,1.329688,1.662861,1.329521,1.603823,1.329688,1.662267,1.329521,1.603823,20.000000
5.795000,1.331352,1.665704,1.331185,1.606651,1.331352,1.665110,1.331185,1.606651,20.000000
5.796000,1.333019,1.668528,1.332852,1.609460,1.333019,1.667934,1.332852,1.609460,20.000000
5.797000,1.334689,1.671332,1.334522,1.612250,1.334689,1.670738,1.334522,1.612250,20.000000
5.798000,1.336362,1.674117,1.336194,1.615021,1.336362,1.673523,1.336194,1.615021,20.000000
5.799000,1.338037,1.676883,1.337870,1.617772,1.338037,1.676288,1.337870,1.617772,20.000000
5.800000,1.339716,1.679628,1.339548,1.620504,1.339715,1.679034,1.339548,1.620504,20.000000
5.801000,1.341397,1.682355,1.341229,1.623216,1.341396,1.681760,1.341229,1.623216,28.000000
5.802000,1.343080,1.685061,1.342913,1.625909,1.343080,1.684467,1.342913,1.625909,20.000000
5.803000,1.344767,1.687748,1.344599,1.628583,1.344766,1.687154,1.344599,1.628583,20.000000
5.804000,1.346456,1.690415,1.346288,1.631237,1.346456,1.689821,1.346288,1.631237,20.000000
5.805000,1.348148,1.693063,1.347980,1.633871,1.348147,1.692468,1.347980,1.633871,22.000000
5.806000,1.349842,1.695691,1.349674,1.636486,1.349842,1.695096,1.349674,1.636486,27.000000
5.807000,1.351539,1.698299,1.351371,1.639081,1.351539,1.697704,1.351371,1.639081,20.000000
5.808000,1.353239,1.700887,1.353071,1.641656,1.353238,1.700292,1.353071,1.641656,20.000000
5.809000,1.354941,1.703455,1.354773,1.644212,1.354940,1.702861,1.354773,1.644212,20.000000
5.810000,1.356645,1.706003,1.356477,1.646748,1.356645,1.705409,1.356477,1.646748,20.000000
5.811000,1.358353,1.708532,1.358185,1.649264,1.358352,1.707937,1.358185,1.649264,21.000000
5.812000,1.360063,1.711040,1.359894,1.651760,1.360062,1.710446,1.359894,1.651760,20.000000
5.813000,1.361775,1.713529,1.361607,1.654237,1.361775,1.712934,1.361607,1.654237,20.000000
5.814000,1.363490,1.715997,1.363321,1.656693,1.363489,1.715402,1.363321,1.656693,20.000000
5.815000,1.365207,1.718445,1.365039,1.659130,1.365207,1.717851,1.365039,1.659130,20.000000
5.816000,1.366926,1.720874,1.366758,1.661546,1.366926,1.720279,1.366758,1.661546,20.000000
5.817000,1.368649,1.723282,1.368480,1.663943,1.368648,1.722687,1.368480,1.663943,20.000000
5.818000,1.370373,1.725669,1.370205,1.666319,1.370373,1.725075,1.370205,1.666319,21.000000
5.819000,1.372100,1.728037,1.371932,1.668676,1.372100,1.727442,1.371932,1.668676,20.000000
5.820000,1.373829,1.730384,1.373661,1.671012,1.373829,1.729789,1.373661,1.671012,20.000000
5.821000,1.375561,1.732711,1.375392,1.673328,1.375560,1.732116,1.375392,1.673328,20.000000
5.822000,1.377295,1.735018,1.377126,1.675624,1.377294,1.734423,1.377126,1.675624,20.000000
5.823000,1.379031,1.737304,1.378862,1.677900,1.379030,1.736709,1.378862,1.677900,20.000000
5.824000,1.380769,1.739570,1.380601,1.680156,1.380769,1.738975,1.380601,1.680156,20.000000
5.825000,1.382510,1.741816,1.382341,1.682391,1.382510,1.741221,1.382341,1.682391,20.000000
5.826000,1.384253,1.744041,1.384084,1.684606,1.384252,1.743446,1.384084,1.684606,20.000000
5.827000,1.385998,1.746245,1.385829,1.686801,1.385998,1.745650,1.385829,1.686801,20.000000
5.828000,1.387745,1.748429,1.387577,1.688976,1.387745,1.747834,1.387577,1.688976,20.000000
5.829000,1.389495,1.750593,1.389326,1.691130,1.389494,1.749998,1.389326,1.691130,20.000000
5.830000,1.391246,1.752735,1.391078,1.693263,1.391246,1.752141,1.391078,1.693263,21.000000
5.831000,1.393000,1.754858,1.392831,1.695376,1.393000,1.754263,1.392831,1.695376,26.000000
5.832000,1.394756,1.756959,1.394587,1.697469,1.394756,1.756365,1.394587,1.697469,44281.000000
5.833000,1.396514,1.759040,1.396345,1.699541,1.396514,1.758446,1.396345,1.699541,32.000000
5.834000,1.398274,1.761100,1.398105,1.701593,1.398274,1.760506,1.398105,1.701593,26.000000
5.835000,1.400036,1.763140,1.399867,1.703624,1.400036,1.762545,1.399867,1.703624,20.000000
5.836000,1.401800,1.765159,1.401632,1.705634,1.401800,1.764564,1.401632,1.705634,20.000000
5.837000,1.403567,1.767156,1.403398,1.707624,1.403566,1.766562,1.403398,1.707624,24.000000
5.838000,1.405335,1.769133,1.405166,1.709593,1.405334,1.768539,1.405166,1.709593,20.000000
5.839000,1.407105,1.771090,1.406936,1.711542,1.407105,1.770495,1.406936,1.711542,20.000000
5.840000,1.408877,1.773025,1.408708,1.713469,1.408877,1.772431,1.408708,1.713469,20.000000
5.841000,1.410651,1.774939,1.410482,1.715376,1.410651,1.774345,1.410482,1.715376,20.000000
5.842000,1.412427,1.776833,1.412258,1.717263,1.412426,1.776239,1.412258,1.717263,20.000000
5.843000,1.414205,1.778705,1.414036,1.719128,1.414204,1.778111,1.414036,1.719128,20.000000
5.844000,1.415984,1.780557,1.415815,1.720973,1.415984,1.779963,1.415815,1.720973,20.000000
5.845000,1.417766,1.782387,1.417597,1.722797,1.417765,1.781793,1.417597,1.722797,20.000000
5.846000,1.419549,1.784197,1.419380,1.724600,1.419549,1.783603,1.419380,1.724600,20.000000
5.847000,1.421334,1.785985,1.421165,1.726382,1.421334,1.785391,1.421165,1.726382,20.000000
5.848000,1.423121,1.787752,1.422952,1.728143,1.423121,1.787158,1.422952,1.728143,20.000000
5.849000,1.424910,1.789498,1.424740,1.729883,1.424909,1.788905,1.424740,1.729883,20.000000
5.850000,1.426700,1.791223,1.426531,1.731602,1.426700,1.790630,1.426531,1.731602,20.000000
5.851000,1.428492,1.792927,1.428323,1.733300,1.428492,1.792334,1.428323,1.733300,20.000000
5.852000,1.430286,1.794610,1.430117,1.734977,1.430285,1.794016,1.430117,1.734977,20.000000
5.853000,1.432081,1.796271,1.431912,1.736634,1.432081,1.795678,1.431912,1.736634,20.000000
5.854000,1.433878,1.797911,1.433709,1.738269,1.433878,1.797318,1.433709,1.738269,20.000000
5.855000,1.435677,1.799530,1.435508,1.739883,1.435677,1.798937,1.435508,1.739883,59.000000
5.856000,1.437477,1.801128,1.437308,1.741476,1.437477,1.800534,1.437308,1.741476,22.000000
5.857000,1.439279,1.802704,1.439110,1.743047,1.439279,1.802110,1.439110,1.743047,20.000000
5.858000,1.441083,1.804259,1.440913,1.744598,1.441082,1.803665,1.440913,1.744598,20.000000
5.859000,1.442888,1.805792,1.442718,1.746127,1.442887,1.805199,1.442718,1.746127,20.000000
5.860000,1.444694,1.807304,1.444525,1.747635,1.444694,1.806711,1.444525,1.747635,20.000000
5.861000,1.446502,1.808795,1.446333,1.749122,1.446502,1.808202,1.446333,1.749122,20.000000
5.862000,1.448312,1.810264,1.448142,1.750588,1.448312,1.809671,1.448142,1.750588,20.000000
5.863000,1.450123,1.811712,1.449953,1.752033,1.450123,1.811119,1.449953,1.752033,20.000000
5.864000,1.451935,1.813138,1.451766,1.753456,1.451935,1.812545,1.451766,1.753456,21.000000
5.865000,1.453749,1.814543,1.453580,1.754858,1.453749,1.813950,1.453580,1.754858,20.000000
5.866000,1.455564,1.815926,1.455395,1.756238,1.455564,1.815333,1.455395,1.756238,20.000000
5.867000,1.457381,1.817288,1.457212,1.757597,1.457381,1.816695,1.457212,1.757597,20.000000
5.868000,1.459199,1.818628,1.459029,1.758935,1.459199,1.818035,1.459029,1.758935,20.000000
5.869000,1.461018,1.819946,1.460849,1.760251,1.461018,1.819354,1.460849,1.760251,20.000000
5.870000,1.462839,1.821243,1.462669,1.761546,1.462839,1.820651,1.462669,1.761546,20.000000
5.871000,1.464661,1.822519,1.464491,1.762820,1.464660,1.821927,1.464491,1.762820,20.000000
5.872000,1.466484,1.823772,1.466314,1.764072,1.466484,1.823180,1.466314,1.764072,20.000000
5.873000,1.468308,1.825004,1.468139,1.765303,1.468308,1.824413,1.468139,1.765303,20.000000
5.874000,1.470134,1.826215,1.469964,1.766512,1.470134,1.825623,1.469964,1.766512,20.000000
5.875000,1.471961,1.827403,1.471791,1.767700,1.471960,1.826812,1.471791,1.767700,20.000000
5.876000,1.473789,1.828570,1.473619,1.768866,1.473788,1.827979,1.473619,1.768866,22.000000
5.877000,1.475618,1.829716,1.475448,1.770010,1.475618,1.829124,1.475448,1.770010,192.000000
5.878000,1.477448,1.830839,1.477279,1.771133,1.477448,1.830248,1.477279,1.771133,557.000000
5.879000,1.479280,1.831941,1.479110,1.772235,1.479279,1.831350,1.479110,1.772235,44398.000000
5.880000,1.481112,1.833021,1.480942,1.773315,1.481112,1.832430,1.480942,1.773315,186.000000
5.881000,1.482946,1.834079,1.482776,1.774373,1.482945,1.833488,1.482776,1.774373,32.000000
5.882000,1.484780,1.835115,1.484611,1.775410,1.484780,1.834524,1.484611,1.775410,20.000000
5.883000,1.486616,1.836130,1.486446,1.776425,1.486615,1.835539,1.486446,1.776425,20.000000
5.884000,1.488452,1.837122,1.488283,1.777418,1.488452,1.836532,1.488283,1.777418,20.000000
5.885000,1.490290,1.838093,1.490120,1.778390,1.490290,1.837502,1.490120,1.778390,20.000000
5.886000,1.492129,1.839042,1.491959,1.779340,1.492128,1.838452,1.491959,1.779340,20.000000
5.887000,1.493968,1.839969,1.493798,1.780269,1.493968,1.839379,1.493798,1.780269,20.000000
5.888000,1.495809,1.840874,1.495639,1.781175,1.495808,1.840284,1.495639,1.781175,25.000000
5.889000,1.497650,1.841757,1.497480,1.782060,1.497650,1.841167,1.497480,1.782060,20.000000
5.890000,1.499492,1.842619,1.499322,1.782924,1.499492,1.842029,1.499322,1.782924,20.000000
5.891000,1.501335,1.843458,1.501165,1.783765,1.501335,1.842868,1.501165,1.783765,20.000000
5.892000,1.503179,1.844275,1.503009,1.784585,1.503179,1.843686,1.503009,1.784585,20.000000
5.893000,1.505024,1.845071,1.504854,1.785383,1.505023,1.844481,1.504854,1.785383,20.000000
5.894000,1.506869,1.845844,1.506699,1.786159,1.506869,1.845255,1.506699,1.786159,21.000000
5.895000,1.508715,1.846596,1.508546,1.786914,1.508715,1.846006,1.508546,1.786914,20.000000
5.896000,1.510562,1.847325,1.510393,1.787647,1.510562,1.846736,1.510393,1.787647,20.000000
5.897000,1.512410,1.848032,1.512240,1.788357,1.512410,1.847444,1.512240,1.788357,20.000000
5.898000,1.514258,1.848718,1.514089,1.789047,1.514258,1.848129,1.514089,1.789047,20.000000
5.899000,1.516107,1.849381,1.515938,1.789714,1.516107,1.848793,1.515938,1.789714,20.000000
5.900000,1.517957,1.850023,1.517787,1.790359,1.517957,1.849434,1.517787,1.790359,20.000000
5.901000,1.519807,1.850642,1.519638,1.790983,1.519807,1.850054,1.519638,1.790983,29.000000
5.902000,1.521658,1.851239,1.521489,1.791584,1.521658,1.850651,1.521489,1.791584,21.000000
5.903000,1.523510,1.851814,1.523340,1.792164,1.523510,1.851226,1.523340,1.792164,20.000000
5.904000,1.525362,1.852367,1.525192,1.792722,1.525362,1.851780,1.525192,1.792722,21.000000
5.905000,1.527215,1.852898,1.527045,1.793258,1.527214,1.852311,1.527045,1.793258,29.000000
5.906000,1.529068,1.853407,1.528898,1.793773,1.529067,1.852820,1.528898,1.793773,21.000000
5.907000,1.530921,1.853894,1.530752,1.794265,1.530921,1.853307,1.530752,1.794265,20.000000
5.908000,1.532776,1.854359,1.532606,1.794735,1.532775,1.853772,1.532606,1.794735,20.000000
5.909000,1.534630,1.854801,1.534461,1.795184,1.534630,1.854215,1.534461,1.795184,20.000000
5.910000,1.536485,1.855222,1.536316,1.795610,1.536485,1.854635,1.536316,1.795610,20.000000
5.911000,1.538341,1.855620,1.538171,1.796015,1.538340,1.855034,1.538171,1.796015,20.000000
5.912000,1.540196,1.855996,1.540027,1.796398,1.540196,1.855410,1.540027,1.796398,20.000000
5.913000,1.542053,1.856350,1.541883,1.796758,1.542052,1.855764,1.541883,1.796758,32.000000
5.914000,1.543909,1.856682,1.543740,1.797097,1.543909,1.856096,1.543740,1.797097,31.000000
5.915000,1.545766,1.856992,1.545596,1.797414,1.545766,1.856406,1.545596,1.797414,21.000000
5.916000,1.547623,1.857280,1.547454,1.797709,1.547623,1.856694,1.547454,1.797709,20.000000
5.917000,1.549480,1.857545,1.549311,1.797982,1.549480,1.856960,1.549311,1.797982,20.000000
5.918000,1.551338,1.857788,1.551169,1.798233,1.551338,1.857203,1.551169,1.798233,20.000000
5.919000,1.553196,1.858010,1.553027,1.798462,1.553196,1.857425,1.553027,1.798462,20.000000
5.920000,1.555054,1.858208,1.554885,1.798669,1.555054,1.857624,1.554885,1.798669,20.000000
5.921000,1.556912,1.858385,1.556743,1.798855,1.556912,1.857801,1.556743,1.798855,20.000000
5.922000,1.558771,1.858540,1.558602,1.799018,1.558771,1.857956,1.558602,1.799018,22.000000
5.923000,1.560629,1.858672,1.560460,1.799159,1.560629,1.858088,1.560460,1.799159,45076.000000
5.924000,1.562488,1.858783,1.562319,1.799278,1.562488,1.858199,1.562319,1.799278,28.000000
5.925000,1.564347,1.858871,1.564178,1.799375,1.564347,1.858287,1.564178,1.799375,23.000000
5.926000,1.566206,1.858936,1.566037,1.799451,1.566206,1.858353,1.566037,1.799451,23.000000
5.927000,1.568065,1.858980,1.567896,1.799504,1.568065,1.858397,1.567896,1.799504,23.000000
5.928000,1.569924,1.859002,1.569755,1.799535,1.569924,1.858419,1.569755,1.799535,23.000000
5.929000,1.571783,1.859001,1.571614,1.799545,1.571783,1.858418,1.571614,1.799545,24.000000
5.930000,1.573642,1.858978,1.573473,1.799532,1.573642,1.858395,1.573473,1.799532,23.000000
5.931000,1.575501,1.858933,1.575332,1.799497,1.575501,1.858351,1.575332,1.799497,23.000000
5.932000,1.577360,1.858866,1.577191,1.799441,1.577359,1.858284,1.577191,1.799441,22.000000
5.933000,1.579219,1.858776,1.579050,1.799362,1.579218,1.858194,1.579050,1.799362,22.000000
5.934000,1.581077,1.858665,1.580908,1.799262,1.581077,1.858083,1.580908,1.799262,23.000000
5.935000,1.582936,1.858531,1.582767,1.799139,1.582936,1.857950,1.582767,1.799139,24.000000
5.936000,1.584794,1.858375,1.584625,1.798995,1.584794,1.857794,1.584625,1.798995,22.000000
5.937000,1.586653,1.858197,1.586484,1.798828,1.586652,1.857616,1.586484,1.798828,22.000000
5.938000,1.588511,1.857997,1.588342,1.798640,1.588510,1.857416,1.588342,1.798640,22.000000
5.939000,1.590369,1.857774,1.590200,1.798429,1.590368,1.857194,1.590200,1.798429,23.000000
5.940000,1.592226,1.857529,1.592057,1.798197,1.592226,1.856949,1.592057,1.798197,22.000000
5.941000,1.594084,1.857263,1.593915,1.797943,1.594083,1.856683,1.593915,1.797943,22.000000
5.942000,1.595941,1.856974,1.595772,1.797666,1.595941,1.856394,1.595772,1.797666,22.000000
5.943000,1.597798,1.856663,1.597629,1.797368,1.597797,1.856083,1.597629,1.797368,22.000000
5.944000,1.599654,1.856329,1.599485,1.797048,1.599654,1.855750,1.599485,1.797048,22.000000
5.945000,1.601510,1.855974,1.601342,1.796706,1.601510,1.855395,1.601342,1.796706,24.000000
5.946000,1.603366,1.855596,1.603197,1.796342,1.603366,1.855018,1.603197,1.796342,23.000000
5.947000,1.605221,1.855197,1.605053,1.795956,1.605221,1.854618,1.605053,1.795956,23.000000
5.948000,1.607076,1.854775,1.606908,1.795548,1.607076,1.854197,1.606908,1.795548,22.000000
5.949000,1.608931,1.854331,1.608762,1.795118,1.608931,1.853753,1.608762,1.795118,22.000000
5.950000,1.610785,1.853865,1.610617,1.794666,1.610785,1.853287,1.610617,1.794666,23.000000
5.951000,1.612639,1.853377,1.612470,1.794193,1.612638,1.852799,1.612470,1.794193,22.000000
5.952000,1.614492,1.852866,1.614323,1.793697,1.614492,1.852289,1.614323,1.793697,23.000000
5.953000,1.616344,1.852334,1.616176,1.793180,1.616344,1.851757,1.616176,1.793180,22.000000
5.954000,1.618197,1.851780,1.618028,1.792640,1.618196,1.851203,1.618028,1.792640,22.000000
5.955000,1.620048,1.851203,1.619880,1.792079,1.620048,1.850627,1.619880,1.792079,22.000000
