Time(s),Theta_MATLAB,Omega_MATLAB,Theta_CPP,Omega_CPP,Theta_IKF,Omega_IKF,CycleTime_us
7.261000,1.035546,-0.329869,0.878629,2.854362,1.035546,-0.330431,13.000000
7.262000,1.035219,-0.323748,0.881488,2.863639,1.035219,-0.324310,13.000000
7.263000,1.034898,-0.317623,0.884357,2.872883,1.034898,-0.318185,13.000000
7.264000,1.034584,-0.311495,0.887235,2.882095,1.034584,-0.312057,12.000000
7.265000,1.034275,-0.305364,0.890122,2.891273,1.034275,-0.305925,12.000000
7.266000,1.033973,-0.299229,0.893019,2.900418,1.033973,-0.299791,12.000000
7.267000,1.033677,-0.293092,0.895924,2.909529,1.033677,-0.293653,11.000000
7.268000,1.033387,-0.286951,0.898839,2.918607,1.033387,-0.287513,14.000000
7.269000,1.033103,-0.280807,0.901762,2.927651,1.033103,-0.281369,13.000000
7.270000,1.032825,-0.274661,0.904695,2.936660,1.032825,-0.275222,15.000000
7.271000,1.032554,-0.268512,0.907636,2.945636,1.032554,-0.269073,47938.000000
7.272000,1.032288,-0.262359,0.910587,2.954577,1.032288,-0.262921,9.000000
7.273000,1.032029,-0.256204,0.913546,2.963483,1.032029,-0.256766,8.000000
7.274000,1.031776,-0.250047,0.916515,2.972355,1.031776,-0.250608,8.000000
7.275000,1.031529,-0.243886,0.919492,2.981192,1.031529,-0.244448,8.000000
7.276000,1.031288,-0.237724,0.922478,2.989994,1.031288,-0.238285,8.000000
7.277000,1.031054,-0.231558,0.925473,2.998761,1.031053,-0.232120,8.000000
7.278000,1.030825,-0.225391,0.928476,3.007492,1.030825,-0.225952,8.000000
7.279000,1.030603,-0.219221,0.931489,3.016187,1.030602,-0.219782,8.000000
7.280000,1.030387,-0.213049,0.934510,3.024847,1.030386,-0.213609,8.000000
7.281000,1.030177,-0.206874,0.937539,3.033471,1.030176,-0.207435,8.000000
7.282000,1.029973,-0.200697,0.940577,3.042058,1.029973,-0.201258,8.000000
7.283000,1.029775,-0.194519,0.943624,3.050610,1.029775,-0.195079,8.000000
7.284000,1.029584,-0.188338,0.946679,3.059124,1.029584,-0.188899,8.000000
7.285000,1.029399,-0.182155,0.949743,3.067602,1.029398,-0.182716,8.000000
7.286000,1.029220,-0.175971,0.952815,3.076044,1.029219,-0.176531,8.000000
7.287000,1.029047,-0.169784,0.955896,3.084448,1.029046,-0.170345,8.000000
7.288000,1.028880,-0.163596,0.958985,3.092815,1.028880,-0.164156,8.000000
7.289000,1.028719,-0.157406,0.962083,3.101145,1.028719,-0.157967,8.000000
7.290000,1.028565,-0.151214,0.965188,3.109437,1.028565,-0.151775,8.000000
7.291000,1.028417,-0.145021,0.968302,3.117692,1.028417,-0.145582,8.000000
7.292000,1.028275,-0.138827,0.971424,3.125908,1.028275,-0.139387,8.000000
7.293000,1.028139,-0.132631,0.974555,3.134087,1.028139,-0.133191,8.000000
7.294000,1.028010,-0.126433,0.977693,3.142227,1.028010,-0.126994,8.000000
7.295000,1.027887,-0.120234,0.980840,3.150329,1.027886,-0.120795,8.000000
7.296000,1.027769,-0.114034,0.983995,3.158393,1.027769,-0.114595,8.000000
7.297000,1.027658,-0.107833,0.987158,3.166417,1.027658,-0.108393,8.000000
7.298000,1.027554,-0.101631,0.990329,3.174403,1.027553,-0.102191,8.000000
7.299000,1.027455,-0.095427,0.993507,3.182350,1.027455,-0.095988,8.000000
7.300000,1.027363,-0.089223,0.996694,3.190257,1.027363,-0.089783,10.000000
7.301000,1.027277,-0.083018,0.999889,3.198126,1.027276,-0.083578,9.000000
7.302000,1.027197,-0.076811,1.003091,3.205954,1.027197,-0.077372,18.000000
7.303000,1.027123,-0.070605,1.006301,3.213743,1.027123,-0.071165,9.000000
7.304000,1.027056,-0.064397,1.009519,3.221491,1.027055,-0.064957,15.000000
7.305000,1.026994,-0.058188,1.012745,3.229200,1.026994,-0.058749,8.000000
7.306000,1.026939,-0.051979,1.015978,3.236869,1.026939,-0.052540,14.000000
7.307000,1.026890,-0.045770,1.019220,3.244497,1.026890,-0.046330,8.000000
7.308000,1.026848,-0.039560,1.022468,3.252084,1.026847,-0.040120,16.000000
7.309000,1.026811,-0.033350,1.025724,3.259631,1.026811,-0.033910,8.000000
7.310000,1.026781,-0.027139,1.028988,3.267136,1.026781,-0.027699,9.000000
7.311000,1.026757,-0.020928,1.032259,3.274601,1.026757,-0.021488,9.000000
7.312000,1.026739,-0.014717,1.035538,3.282024,1.026739,-0.015277,14.000000
7.313000,1.026728,-0.008505,1.038824,3.289406,1.026727,-0.009065,9.000000
7.314000,1.026722,-0.002294,1.042118,3.296747,1.026722,-0.002854,16.000000
7.315000,1.026723,0.003918,1.045418,3.304045,1.026723,0.003358,7.000000
7.316000,1.026730,0.010129,1.048726,3.311302,1.026730,0.009569,7.000000
7.317000,1.026743,0.016341,1.052042,3.318516,1.026743,0.015781,7.000000
7.318000,1.026763,0.022552,1.055364,3.325689,1.026762,0.021992,7.000000
7.319000,1.026788,0.028763,1.058694,3.332819,1.026788,0.028203,7.000000
7.320000,1.026820,0.034974,1.062031,3.339906,1.026820,0.034413,432.000000
7.321000,1.026858,0.041184,1.065374,3.346951,1.026858,0.040624,48733.000000
7.322000,1.026903,0.047394,1.068725,3.353952,1.026902,0.046834,74.000000
7.323000,1.026953,0.053603,1.072083,3.360911,1.026953,0.053043,13.000000
7.324000,1.027010,0.059812,1.075448,3.367826,1.027009,0.059252,12.000000
7.325000,1.027073,0.066020,1.078819,3.374698,1.027072,0.065460,52.000000
7.326000,1.027142,0.072228,1.082198,3.381527,1.027142,0.071667,12.000000
7.327000,1.027217,0.078434,1.085583,3.388312,1.027217,0.077874,13.000000
7.328000,1.027299,0.084640,1.088975,3.395053,1.027298,0.084080,16.000000
7.329000,1.027386,0.090845,1.092374,3.401750,1.027386,0.090285,8.000000
7.330000,1.027480,0.097050,1.095779,3.408402,1.027480,0.096489,8.000000
7.331000,1.027581,0.103253,1.099191,3.415011,1.027580,0.102692,8.000000
7.332000,1.027687,0.109455,1.102610,3.421575,1.027687,0.108894,8.000000
7.333000,1.027799,0.115656,1.106035,3.428094,1.027799,0.115095,8.000000
7.334000,1.027918,0.121855,1.109467,3.434569,1.027918,0.121295,8.000000
7.335000,1.028043,0.128054,1.112905,3.440998,1.028043,0.127493,8.000000
7.336000,1.028174,0.134251,1.116349,3.447383,1.028174,0.133690,8.000000
7.337000,1.028312,0.140447,1.119800,3.453722,1.028311,0.139886,8.000000
7.338000,1.028455,0.146641,1.123257,3.460016,1.028455,0.146080,8.000000
7.339000,1.028605,0.152834,1.126721,3.466264,1.028605,0.152273,8.000000
7.340000,1.028761,0.159025,1.130190,3.472467,1.028761,0.158464,9.000000
7.341000,1.028923,0.165214,1.133666,3.478624,1.028923,0.164654,8.000000
7.342000,1.029091,0.171402,1.137148,3.484735,1.029091,0.170841,8.000000
7.343000,1.029266,0.177588,1.140636,3.490800,1.029265,0.177027,8.000000
7.344000,1.029446,0.183772,1.144130,3.496818,1.029446,0.183211,8.000000
7.345000,1.029633,0.189954,1.147631,3.502790,1.029633,0.189394,8.000000
7.346000,1.029826,0.196135,1.151137,3.508715,1.029826,0.195574,8.000000
7.347000,1.030026,0.202313,1.154649,3.514594,1.030025,0.201752,8.000000
7.348000,1.030231,0.208489,1.158166,3.520426,1.030231,0.207928,8.000000
7.349000,1.030443,0.214663,1.161690,3.526211,1.030442,0.214102,8.000000
7.350000,1.030660,0.220834,1.165219,3.531949,1.030660,0.220274,8.000000
7.351000,1.030884,0.227004,1.168754,3.537639,1.030884,0.226443,8.000000
7.352000,1.031114,0.233171,1.172295,3.543282,1.031114,0.232610,8.000000
7.353000,1.031351,0.239336,1.175842,3.548878,1.031350,0.238774,9.000000
7.354000,1.031593,0.245498,1.179394,3.554425,1.031593,0.244937,8.000000
7.355000,1.031842,0.251657,1.182951,3.559925,1.031841,0.251096,8.000000
7.356000,1.032096,0.257814,1.186514,3.565377,1.032096,0.257253,8.000000
7.357000,1.032357,0.263968,1.190082,3.570781,1.032357,0.263407,8.000000
7.358000,1.032624,0.270120,1.193656,3.576137,1.032624,0.269559,8.000000
7.359000,1.032897,0.276269,1.197235,3.581444,1.032897,0.275707,8.000000
7.360000,1.033177,0.282414,1.200819,3.586703,1.033176,0.281853,8.000000
7.361000,1.033462,0.288557,1.204409,3.591913,1.033462,0.287996,9.000000
7.362000,1.033754,0.294697,1.208004,3.597074,1.033754,0.294135,10.000000
7.363000,1.034052,0.300834,1.211604,3.602186,1.034051,0.300272,9.000000
7.364000,1.034356,0.306967,1.215209,3.607250,1.034355,0.306406,9.000000
7.365000,1.034666,0.313098,1.218819,3.612264,1.034665,0.312536,11.000000
7.366000,1.034982,0.319225,1.222434,3.617229,1.034981,0.318663,9.000000
7.367000,1.035304,0.325349,1.226054,3.622144,1.035304,0.324787,9.000000
7.368000,1.035632,0.331469,1.229678,3.627010,1.035632,0.330907,17.000000
7.369000,1.035967,0.337586,1.233308,3.631826,1.035967,0.337024,45285.000000
7.370000,1.036308,0.343700,1.236942,3.636593,1.036307,0.343138,8.000000
7.371000,1.036654,0.349810,1.240582,3.641310,1.036654,0.349247,7.000000
7.372000,1.037007,0.355916,1.244226,3.645976,1.037007,0.355354,7.000000
7.373000,1.037366,0.362018,1.247874,3.650593,1.037366,0.361456,7.000000
7.374000,1.037731,0.368117,1.251527,3.655159,1.037731,0.367555,7.000000
7.375000,1.038102,0.374212,1.255185,3.659675,1.038102,0.373649,7.000000
7.376000,1.038480,0.380303,1.258847,3.664140,1.038479,0.379740,7.000000
7.377000,1.038863,0.386390,1.262513,3.668555,1.038863,0.385827,7.000000
7.378000,1.039252,0.392473,1.266184,3.672919,1.039252,0.391910,7.000000
7.379000,1.039648,0.398551,1.269860,3.677232,1.039648,0.397989,7.000000
7.380000,1.040050,0.404626,1.273539,3.681494,1.040049,0.404063,8.000000
7.381000,1.040457,0.410697,1.277223,3.685705,1.040457,0.410134,7.000000
7.382000,1.040871,0.416763,1.280911,3.689865,1.040871,0.416200,8.000000
7.383000,1.041291,0.422824,1.284603,3.693974,1.041290,0.422261,8.000000
7.384000,1.041717,0.428882,1.288299,3.698031,1.041716,0.428319,8.000000
7.385000,1.042149,0.434935,1.292000,3.702037,1.042148,0.434371,7.000000
7.386000,1.042586,0.440983,1.295704,3.705991,1.042586,0.440420,7.000000
7.387000,1.043030,0.447026,1.299412,3.709894,1.043030,0.446463,7.000000
7.388000,1.043481,0.453065,1.303124,3.713745,1.043480,0.452502,7.000000
7.389000,1.043937,0.459100,1.306840,3.717544,1.043936,0.458536,10.000000
7.390000,1.044399,0.465129,1.310560,3.721290,1.044398,0.464566,10.000000
7.391000,1.044867,0.471154,1.314283,3.724985,1.044867,0.470590,11.000000
7.392000,1.045341,0.477173,1.318010,3.728628,1.045341,0.476610,10.000000
7.393000,1.045821,0.483188,1.321740,3.732218,1.045821,0.482624,10.000000
7.394000,1.046307,0.489197,1.325475,3.735756,1.046307,0.488633,11.000000
7.395000,1.046800,0.495202,1.329212,3.739241,1.046799,0.494638,11.000000
7.396000,1.047298,0.501201,1.332953,3.742674,1.047298,0.500637,10.000000
7.397000,1.047802,0.507195,1.336698,3.746054,1.047802,0.506631,11.000000
7.398000,1.048312,0.513183,1.340446,3.749382,1.048312,0.512619,11.000000
7.399000,1.048828,0.519167,1.344197,3.752656,1.048828,0.518602,10.000000
7.400000,1.049351,0.525144,1.347951,3.755878,1.049350,0.524580,11.000000
7.401000,1.049879,0.531117,1.351709,3.759047,1.049878,0.530552,11.000000
7.402000,1.050413,0.537083,1.355470,3.762162,1.050412,0.536519,10.000000
7.403000,1.050953,0.543044,1.359234,3.765225,1.050953,0.542479,11.000000
7.404000,1.051499,0.548999,1.363001,3.768234,1.051499,0.548435,11.000000
7.405000,1.052051,0.554949,1.366770,3.771189,1.052051,0.554384,11.000000
7.406000,1.052609,0.560893,1.370543,3.774092,1.052608,0.560327,10.000000
7.407000,1.053173,0.566830,1.374319,3.776941,1.053172,0.566265,10.000000
7.408000,1.053742,0.572762,1.378097,3.779736,1.053742,0.572197,10.000000
7.409000,1.054318,0.578688,1.381879,3.782477,1.054318,0.578122,10.000000
7.410000,1.054900,0.584607,1.385663,3.785165,1.054899,0.584042,10.000000
7.411000,1.055487,0.590521,1.389449,3.787799,1.055487,0.589955,10.000000
7.412000,1.056081,0.596428,1.393238,3.790380,1.056081,0.595862,10.000000
7.413000,1.056680,0.602329,1.397030,3.792906,1.056680,0.601763,10.000000
7.414000,1.057285,0.608224,1.400825,3.795378,1.057285,0.607658,10.000000
7.415000,1.057897,0.614112,1.404621,3.797796,1.057896,0.613546,136.000000
7.416000,1.058514,0.619993,1.408420,3.800161,1.058513,0.619427,377.000000
7.417000,1.059137,0.625869,1.412222,3.802470,1.059136,0.625302,52310.000000
7.418000,1.059765,0.631737,1.416025,3.804726,1.059765,0.631171,19.000000
7.419000,1.060400,0.637599,1.419831,3.806927,1.060400,0.637032,14.000000
7.420000,1.061041,0.643454,1.423640,3.809074,1.061040,0.642887,17.000000
7.421000,1.061687,0.649302,1.427450,3.811167,1.061687,0.648736,8.000000
7.422000,1.062339,0.655144,1.431262,3.813205,1.062339,0.654577,8.000000
7.423000,1.062997,0.660978,1.435076,3.815188,1.062997,0.660411,18.000000
7.424000,1.063661,0.666806,1.438893,3.817117,1.063661,0.666239,17.000000
7.425000,1.064331,0.672626,1.442711,3.818991,1.064331,0.672059,8.000000
7.426000,1.065006,0.678440,1.446531,3.820810,1.065006,0.677872,8.000000
7.427000,1.065688,0.684246,1.450353,3.822575,1.065687,0.683678,8.000000
7.428000,1.066375,0.690045,1.454176,3.824285,1.066375,0.689477,8.000000
7.429000,1.067068,0.695836,1.458001,3.825940,1.067068,0.695268,8.000000
7.430000,1.067767,0.701620,1.461828,3.827540,1.067766,0.701052,8.000000
7.431000,1.068471,0.707397,1.465656,3.829085,1.068471,0.706829,8.000000
7.432000,1.069181,0.713166,1.469486,3.830575,1.069181,0.712598,8.000000
7.433000,1.069897,0.718928,1.473318,3.832010,1.069897,0.718360,8.000000
7.434000,1.070619,0.724682,1.477151,3.833390,1.070619,0.724113,8.000000
7.435000,1.071347,0.730428,1.480985,3.834715,1.071346,0.729860,8.000000
7.436000,1.072080,0.736167,1.484820,3.835985,1.072080,0.735598,8.000000
7.437000,1.072819,0.741897,1.488657,3.837199,1.072819,0.741329,8.000000
7.438000,1.073564,0.747620,1.492495,3.838359,1.073564,0.747051,8.000000
7.439000,1.074314,0.753335,1.496334,3.839463,1.074314,0.752766,8.000000
7.440000,1.075071,0.759042,1.500174,3.840512,1.075070,0.758473,8.000000
7.441000,1.075832,0.764741,1.504015,3.841505,1.075832,0.764171,8.000000
7.442000,1.076600,0.770431,1.507857,3.842444,1.076600,0.769862,9.000000
7.443000,1.077373,0.776114,1.511700,3.843327,1.077373,0.775544,10.000000
7.444000,1.078152,0.781788,1.515543,3.844154,1.078152,0.781218,11.000000
7.445000,1.078937,0.787453,1.519388,3.844926,1.078937,0.786884,8.000000
7.446000,1.079727,0.793111,1.523233,3.845643,1.079727,0.792541,8.000000
7.447000,1.080523,0.798760,1.527079,3.846304,1.080523,0.798190,8.000000
7.448000,1.081325,0.804400,1.530926,3.846910,1.081324,0.803830,8.000000
7.449000,1.082132,0.810032,1.534773,3.847460,1.082132,0.809462,18.000000
7.450000,1.082945,0.815655,1.538621,3.847955,1.082944,0.815085,8.000000
7.451000,1.083763,0.821270,1.542469,3.848394,1.083763,0.820699,10.000000
7.452000,1.084587,0.826875,1.546318,3.848778,1.084587,0.826304,8.000000
7.453000,1.085417,0.832472,1.550167,3.849106,1.085417,0.831901,19.000000
7.454000,1.086252,0.838060,1.554016,3.849379,1.086252,0.837489,15.000000
7.455000,1.087093,0.843639,1.557865,3.849596,1.087093,0.843068,12.000000
7.456000,1.087939,0.849209,1.561715,3.849758,1.087939,0.848637,14.000000
7.457000,1.088791,0.854769,1.565565,3.849864,1.088791,0.854198,22.000000
7.458000,1.089649,0.860321,1.569415,3.849914,1.089649,0.859750,11.000000
7.459000,1.090512,0.865863,1.573265,3.849909,1.090512,0.865292,12.000000
7.460000,1.091381,0.871397,1.577115,3.849849,1.091380,0.870825,19.000000
7.461000,1.092255,0.876920,1.580964,3.849732,1.092255,0.876348,11.000000
7.462000,1.093135,0.882435,1.584814,3.849561,1.093134,0.881863,25.000000
7.463000,1.094020,0.887939,1.588664,3.849333,1.094019,0.887367,17.000000
7.464000,1.094910,0.893435,1.592513,3.849051,1.094910,0.892862,9.000000
7.465000,1.095807,0.898920,1.596362,3.848712,1.095806,0.898348,19.000000
7.466000,1.096708,0.904397,1.600210,3.848318,1.096708,0.903824,7.000000
7.467000,1.097615,0.909863,1.604058,3.847869,1.097615,0.909290,7.000000
7.468000,1.098528,0.915319,1.607906,3.847364,1.098528,0.914746,8.000000
7.469000,1.099446,0.920766,1.611753,3.846804,1.099446,0.920193,46090.000000
7.470000,1.100370,0.926203,1.615599,3.846188,1.100369,0.925630,17.000000
7.471000,1.101298,0.931630,1.619445,3.845516,1.101298,0.931056,15.000000
7.472000,1.102233,0.937046,1.623290,3.844789,1.102232,0.936473,17.000000
7.473000,1.103173,0.942453,1.627135,3.844007,1.103172,0.941879,16.000000
7.474000,1.104118,0.947849,1.630978,3.843170,1.104117,0.947276,15.000000
7.475000,1.105068,0.953236,1.634821,3.842277,1.105068,0.952662,15.000000
7.476000,1.106024,0.958612,1.638663,3.841328,1.106024,0.958037,14.000000
7.477000,1.106985,0.963977,1.642503,3.840325,1.106985,0.963403,15.000000
7.478000,1.107952,0.969332,1.646343,3.839266,1.107952,0.968758,16.000000
7.479000,1.108924,0.974677,1.650182,3.838152,1.108924,0.974102,15.000000
7.480000,1.109901,0.980011,1.654019,3.836982,1.109901,0.979436,15.000000
7.481000,1.110884,0.985335,1.657856,3.835757,1.110884,0.984760,15.000000
7.482000,1.111872,0.990647,1.661691,3.834478,1.111872,0.990072,15.000000
7.483000,1.112865,0.995950,1.665524,3.833143,1.112865,0.995374,14.000000
7.484000,1.113864,1.001241,1.669357,3.831753,1.113864,1.000666,15.000000
7.485000,1.114868,1.006521,1.673188,3.830307,1.114868,1.005946,15.000000
7.486000,1.115877,1.011791,1.677017,3.828807,1.115877,1.011215,15.000000
7.487000,1.116891,1.017049,1.680845,3.827252,1.116891,1.016474,15.000000
7.488000,1.117911,1.022297,1.684672,3.825642,1.117911,1.021721,15.000000
7.489000,1.118936,1.027533,1.688496,3.823977,1.118936,1.026957,14.000000
7.490000,1.119966,1.032759,1.692319,3.822257,1.119966,1.032183,27.000000
7.491000,1.121002,1.037973,1.696141,3.820483,1.121001,1.037396,15.000000
7.492000,1.122042,1.043176,1.699960,3.818653,1.122042,1.042599,15.000000
7.493000,1.123088,1.048367,1.703778,3.816769,1.123088,1.047790,16.000000
7.494000,1.124139,1.053547,1.707593,3.814830,1.124139,1.052970,16.000000
7.495000,1.125195,1.058716,1.711407,3.812837,1.125195,1.058139,14.000000
7.496000,1.126256,1.063873,1.715219,3.810789,1.126256,1.063295,15.000000
7.497000,1.127323,1.069018,1.719029,3.808687,1.127322,1.068441,15.000000
7.498000,1.128394,1.074152,1.722836,3.806530,1.128394,1.073574,16.000000
7.499000,1.129471,1.079274,1.726641,3.804319,1.129471,1.078696,16.000000
7.500000,1.130553,1.084384,1.730444,3.802053,1.130553,1.083806,16.000000
7.501000,1.131640,1.089482,1.734245,3.799734,1.131640,1.088904,16.000000
7.502000,1.132732,1.094569,1.738044,3.797360,1.132732,1.093991,15.000000
7.503000,1.133829,1.099643,1.741840,3.794932,1.133829,1.099065,16.000000
7.504000,1.134931,1.104706,1.745633,3.792449,1.134931,1.104128,15.000000
7.505000,1.136038,1.109756,1.749424,3.789913,1.136038,1.109178,84.000000
7.506000,1.137151,1.114795,1.753213,3.787323,1.137150,1.114216,20.000000
7.507000,1.138268,1.119821,1.756999,3.784679,1.138268,1.119242,16.000000
7.508000,1.139390,1.124835,1.760782,3.781982,1.139390,1.124256,16.000000
7.509000,1.140518,1.129836,1.764562,3.779230,1.140517,1.129257,16.000000
7.510000,1.141650,1.134825,1.768340,3.776425,1.141650,1.134246,16.000000
7.511000,1.142787,1.139802,1.772115,3.773567,1.142787,1.139222,15.000000
7.512000,1.143930,1.144766,1.775887,3.770655,1.143929,1.144186,16.000000
7.513000,1.145077,1.149718,1.779656,3.767689,1.145077,1.149138,15.000000
7.514000,1.146229,1.154657,1.783422,3.764670,1.146229,1.154077,15.000000
7.515000,1.147386,1.159583,1.787185,3.761598,1.147386,1.159003,15.000000
7.516000,1.148548,1.164496,1.790945,3.758473,1.148548,1.163916,20.000000
7.517000,1.149715,1.169397,1.794701,3.755295,1.149715,1.168817,52164.000000
7.518000,1.150887,1.174285,1.798455,3.752063,1.150887,1.173704,10.000000
7.519000,1.152064,1.179160,1.802205,3.748779,1.152063,1.178579,10.000000
7.520000,1.153245,1.184022,1.805952,3.745442,1.153245,1.183441,10.000000
7.521000,1.154432,1.188871,1.809696,3.742052,1.154431,1.188290,8.000000
7.522000,1.155623,1.193706,1.813436,3.738610,1.155623,1.193125,20.000000
7.523000,1.156819,1.198529,1.817173,3.735115,1.156819,1.197948,13.000000
7.524000,1.158020,1.203338,1.820906,3.731568,1.158020,1.202757,8.000000
7.525000,1.159226,1.208135,1.824635,3.727968,1.159225,1.207553,8.000000
7.526000,1.160436,1.212917,1.828361,3.724316,1.160436,1.212336,8.000000
7.527000,1.161652,1.217687,1.832084,3.720611,1.161651,1.217105,8.000000
7.528000,1.162872,1.222442,1.835802,3.716855,1.162871,1.221861,8.000000
7.529000,1.164096,1.227185,1.839517,3.713047,1.164096,1.226603,8.000000
7.530000,1.165326,1.231914,1.843228,3.709187,1.165326,1.231331,8.000000
7.531000,1.166560,1.236629,1.846935,3.705275,1.166560,1.236046,8.000000
7.532000,1.167799,1.241330,1.850638,3.701311,1.167799,1.240748,8.000000
7.533000,1.169043,1.246018,1.854337,3.697296,1.169043,1.245435,8.000000
7.534000,1.170291,1.250692,1.858032,3.693229,1.170291,1.250109,8.000000
7.535000,1.171544,1.255352,1.861723,3.689111,1.171544,1.254769,8.000000
7.536000,1.172802,1.259998,1.865410,3.684942,1.172802,1.259415,8.000000
7.537000,1.174064,1.264630,1.869093,3.680721,1.174064,1.264047,8.000000
7.538000,1.175331,1.269248,1.872771,3.676450,1.175331,1.268665,8.000000
7.539000,1.176603,1.273852,1.876445,3.672127,1.176603,1.273268,8.000000
7.540000,1.177879,1.278442,1.880115,3.667754,1.177879,1.277858,8.000000
7.541000,1.179160,1.283017,1.883780,3.663330,1.179159,1.282433,8.000000
7.542000,1.180445,1.287578,1.887441,3.658856,1.180445,1.286994,8.000000
7.543000,1.181735,1.292125,1.891097,3.654331,1.181735,1.291541,8.000000
7.544000,1.183029,1.296658,1.894749,3.649755,1.183029,1.296074,8.000000
7.545000,1.184328,1.301176,1.898396,3.645130,1.184328,1.300592,8.000000
7.546000,1.185632,1.305680,1.902039,3.640454,1.185631,1.305095,8.000000
7.547000,1.186940,1.310169,1.905677,3.635728,1.186939,1.309584,8.000000
7.548000,1.188252,1.314643,1.909310,3.630953,1.188252,1.314058,8.000000
7.549000,1.189569,1.319103,1.912938,3.626127,1.189569,1.318518,8.000000
7.550000,1.190890,1.323548,1.916562,3.621252,1.190890,1.322963,8.000000
7.551000,1.192216,1.327978,1.920180,3.616328,1.192216,1.327393,8.000000
7.552000,1.193546,1.332393,1.923794,3.611354,1.193546,1.331808,8.000000
7.553000,1.194881,1.336794,1.927402,3.606331,1.194880,1.336208,8.000000
7.554000,1.196220,1.341179,1.931006,3.601259,1.196219,1.340593,8.000000
7.555000,1.197563,1.345550,1.934604,3.596137,1.197563,1.344964,8.000000
7.556000,1.198911,1.349905,1.938198,3.590967,1.198910,1.349319,93.000000
7.557000,1.200263,1.354245,1.941786,3.585748,1.200263,1.353659,16.000000
7.558000,1.201619,1.358570,1.945369,3.580481,1.201619,1.357984,46.000000
7.559000,1.202980,1.362880,1.948946,3.575165,1.202980,1.362294,13.000000
7.560000,1.204345,1.367175,1.952518,3.569800,1.204345,1.366588,12.000000
7.561000,1.205714,1.371454,1.956085,3.564388,1.205714,1.370867,13.000000
7.562000,1.207088,1.375718,1.959647,3.558927,1.207088,1.375131,59.000000
7.563000,1.208466,1.379966,1.963203,3.553418,1.208465,1.379379,17.000000
7.564000,1.209848,1.384199,1.966753,3.547862,1.209848,1.383612,10.000000
7.565000,1.211234,1.388416,1.970298,3.542258,1.211234,1.387829,8.000000
7.566000,1.212625,1.392617,1.973837,3.536606,1.212624,1.392030,8.000000
7.567000,1.214019,1.396803,1.977370,3.530907,1.214019,1.396216,8.000000
7.568000,1.215418,1.400973,1.980898,3.525161,1.215418,1.400386,9.000000
7.569000,1.216821,1.405128,1.984420,3.519367,1.216821,1.404540,50115.000000
7.570000,1.218229,1.409266,1.987936,3.513527,1.218228,1.408679,7.000000
7.571000,1.219640,1.413389,1.991447,3.507640,1.219640,1.412801,7.000000
7.572000,1.221055,1.417496,1.994951,3.501706,1.221055,1.416908,7.000000
7.573000,1.222475,1.421586,1.998449,3.495725,1.222475,1.420998,9.000000
7.574000,1.223898,1.425661,2.001942,3.489699,1.223898,1.425073,7.000000
7.575000,1.225326,1.429720,2.005428,3.483626,1.225326,1.429131,8.000000
7.576000,1.226758,1.433762,2.008908,3.477506,1.226758,1.433173,8.000000
7.577000,1.228194,1.437788,2.012383,3.471341,1.228193,1.437199,11.000000
7.578000,1.229633,1.441798,2.015850,3.465130,1.229633,1.441209,9.000000
7.579000,1.231077,1.445791,2.019312,3.458873,1.231077,1.445203,7.000000
7.580000,1.232525,1.449769,2.022768,3.452571,1.232525,1.449180,7.000000
7.581000,1.233977,1.453729,2.026217,3.446224,1.233976,1.453140,7.000000
7.582000,1.235432,1.457674,2.029659,3.439831,1.235432,1.457084,7.000000
7.583000,1.236892,1.461601,2.033096,3.433393,1.236892,1.461012,7.000000
7.584000,1.238356,1.465512,2.036525,3.426910,1.238355,1.464923,7.000000
7.585000,1.239823,1.469407,2.039949,3.420383,1.239823,1.468817,7.000000
7.586000,1.241294,1.473285,2.043366,3.413811,1.241294,1.472695,7.000000
7.587000,1.242770,1.477146,2.046776,3.407194,1.242769,1.476556,7.000000
7.588000,1.244249,1.480990,2.050179,3.400534,1.244248,1.480400,7.000000
7.589000,1.245732,1.484817,2.053576,3.393829,1.245731,1.484227,7.000000
7.590000,1.247218,1.488628,2.056966,3.387080,1.247218,1.488038,8.000000
7.591000,1.248709,1.492422,2.060350,3.380287,1.248709,1.491831,7.000000
7.592000,1.250203,1.496198,2.063726,3.373451,1.250203,1.495608,7.000000
7.593000,1.251701,1.499958,2.067096,3.366571,1.251701,1.499367,7.000000
7.594000,1.253203,1.503700,2.070459,3.359647,1.253203,1.503110,7.000000
7.595000,1.254709,1.507425,2.073814,3.352681,1.254708,1.506835,7.000000
7.596000,1.256218,1.511134,2.077163,3.345671,1.256218,1.510543,7.000000
7.597000,1.257731,1.514824,2.080505,3.338619,1.257731,1.514234,7.000000
7.598000,1.259248,1.518498,2.083840,3.331524,1.259247,1.517907,7.000000
7.599000,1.260768,1.522154,2.087167,3.324386,1.260768,1.521563,7.000000
7.600000,1.262292,1.525793,2.090488,3.317206,1.262292,1.525202,18.000000
7.601000,1.263820,1.529414,2.093801,3.309984,1.263819,1.528823,11.000000
7.602000,1.265351,1.533018,2.097107,3.302720,1.265350,1.532427,10.000000
7.603000,1.266886,1.536605,2.100406,3.295414,1.266885,1.536013,11.000000
7.604000,1.268424,1.540173,2.103697,3.288066,1.268424,1.539582,10.000000
7.605000,1.269966,1.543724,2.106981,3.280677,1.269966,1.543133,10.000000
