Time(s),Theta_MATLAB,Omega_MATLAB,Theta_CPP,Omega_CPP,Theta_IKF,Omega_IKF,CycleTime_us
3.123000,1.627704,-1.848582,1.283981,-3.693640,1.627704,-1.849157,7.000000
3.124000,1.625855,-1.849250,1.280289,-3.689528,1.625855,-1.849826,7.000000
3.125000,1.624006,-1.849896,1.276602,-3.685364,1.624005,-1.850472,7.000000
3.126000,1.622156,-1.850520,1.272919,-3.681150,1.622155,-1.851096,7.000000
3.127000,1.620305,-1.851121,1.269240,-3.676884,1.620304,-1.851697,7.000000
3.128000,1.618453,-1.851701,1.265566,-3.672567,1.618453,-1.852277,7.000000
3.129000,1.616601,-1.852258,1.261895,-3.668200,1.616601,-1.852835,7.000000
3.130000,1.614749,-1.852794,1.258230,-3.663782,1.614749,-1.853371,7.000000
3.131000,1.612896,-1.853307,1.254568,-3.659313,1.612895,-1.853884,7.000000
3.132000,1.611042,-1.853798,1.250912,-3.654794,1.611042,-1.854376,7.000000
3.133000,1.609188,-1.854268,1.247259,-3.650224,1.609188,-1.854845,7.000000
3.134000,1.607334,-1.854715,1.243612,-3.645604,1.607333,-1.855293,7.000000
3.135000,1.605479,-1.855139,1.239968,-3.640934,1.605478,-1.855718,7.000000
3.136000,1.603623,-1.855542,1.236330,-3.636214,1.603623,-1.856121,7.000000
3.137000,1.601768,-1.855923,1.232697,-3.631444,1.601767,-1.856502,7.000000
3.138000,1.599912,-1.856281,1.229068,-3.626625,1.599911,-1.856860,7.000000
3.139000,1.598055,-1.856618,1.225444,-3.621755,1.598055,-1.857197,7.000000
3.140000,1.596198,-1.856932,1.221825,-3.616836,1.596198,-1.857511,7.000000
3.141000,1.594341,-1.857224,1.218211,-3.611868,1.594341,-1.857804,7.000000
3.142000,1.592484,-1.857494,1.214602,-3.606851,1.592484,-1.858074,7.000000
3.143000,1.590626,-1.857742,1.210997,-3.601784,1.590626,-1.858322,11.000000
3.144000,1.588768,-1.857967,1.207398,-3.596668,1.588768,-1.858548,7.000000
3.145000,1.586910,-1.858170,1.203805,-3.591504,1.586910,-1.858751,7.000000
3.146000,1.585052,-1.858352,1.200216,-3.586290,1.585052,-1.858933,7.000000
3.147000,1.583194,-1.858511,1.196633,-3.581028,1.583193,-1.859092,7.000000
3.148000,1.581335,-1.858648,1.193055,-3.575718,1.581335,-1.859229,7.000000
3.149000,1.579476,-1.858762,1.189482,-3.570359,1.579476,-1.859344,7.000000
3.150000,1.577618,-1.858855,1.185914,-3.564952,1.577617,-1.859437,7.000000
3.151000,1.575759,-1.858925,1.182352,-3.559497,1.575758,-1.859507,7.000000
3.152000,1.573900,-1.858973,1.178796,-3.553994,1.573899,-1.859555,10.000000
3.153000,1.572041,-1.858999,1.175245,-3.548443,1.572040,-1.859582,10.000000
3.154000,1.570182,-1.859003,1.171700,-3.542844,1.570181,-1.859586,10.000000
3.155000,1.568323,-1.858984,1.168160,-3.537198,1.568322,-1.859567,11.000000
3.156000,1.566464,-1.858944,1.164626,-3.531504,1.566463,-1.859527,10.000000
3.157000,1.564605,-1.858881,1.161097,-3.525763,1.564605,-1.859464,87.000000
3.158000,1.562746,-1.858796,1.157575,-3.519975,1.562746,-1.859380,14.000000
3.159000,1.560887,-1.858689,1.154058,-3.514140,1.560887,-1.859273,9.000000
3.160000,1.559029,-1.858560,1.150547,-3.508258,1.559028,-1.859144,10.000000
3.161000,1.557170,-1.858408,1.147042,-3.502330,1.557170,-1.858992,10.000000
3.162000,1.555312,-1.858234,1.143543,-3.496354,1.555312,-1.858819,10.000000
3.163000,1.553454,-1.858038,1.140050,-3.490333,1.553453,-1.858623,10.000000
3.164000,1.551596,-1.857820,1.136563,-3.484265,1.551595,-1.858405,11.000000
3.165000,1.549738,-1.857580,1.133082,-3.478151,1.549738,-1.858165,10.000000
3.166000,1.547881,-1.857318,1.129607,-3.471991,1.547880,-1.857903,10.000000
3.167000,1.546023,-1.857033,1.126139,-3.465785,1.546023,-1.857619,56.000000
3.168000,1.544167,-1.856727,1.122676,-3.459534,1.544166,-1.857312,24.000000
3.169000,1.542310,-1.856398,1.119220,-3.453237,1.542310,-1.856984,467.000000
3.170000,1.540454,-1.856047,1.115771,-3.446895,1.540453,-1.856633,49880.000000
3.171000,1.538598,-1.855674,1.112327,-3.440507,1.538598,-1.856260,13.000000
3.172000,1.536742,-1.855278,1.108890,-3.434074,1.536742,-1.855865,11.000000
3.173000,1.534887,-1.854861,1.105460,-3.427597,1.534887,-1.855448,10.000000
3.174000,1.533033,-1.854421,1.102036,-3.421074,1.533032,-1.855008,11.000000
3.175000,1.531179,-1.853960,1.098618,-3.414507,1.531178,-1.854547,7.000000
3.176000,1.529325,-1.853476,1.095207,-3.407896,1.529324,-1.854063,7.000000
3.177000,1.527472,-1.852970,1.091803,-3.401240,1.527471,-1.853558,7.000000
3.178000,1.525619,-1.852442,1.088406,-3.394540,1.525619,-1.853030,7.000000
3.179000,1.523767,-1.851892,1.085015,-3.387796,1.523766,-1.852480,7.000000
3.180000,1.521915,-1.851320,1.081631,-3.381009,1.521915,-1.851908,7.000000
3.181000,1.520064,-1.850726,1.078253,-3.374177,1.520064,-1.851314,7.000000
3.182000,1.518214,-1.850110,1.074883,-3.367302,1.518213,-1.850698,7.000000
3.183000,1.516364,-1.849471,1.071520,-3.360384,1.516364,-1.850060,7.000000
3.184000,1.514515,-1.848811,1.068163,-3.353423,1.514514,-1.849400,7.000000
3.185000,1.512666,-1.848129,1.064813,-3.346418,1.512666,-1.848717,8.000000
3.186000,1.510818,-1.847424,1.061471,-3.339371,1.510818,-1.848013,7.000000
3.187000,1.508971,-1.846698,1.058135,-3.332280,1.508971,-1.847287,7.000000
3.188000,1.507125,-1.845950,1.054807,-3.325148,1.507125,-1.846539,7.000000
3.189000,1.505279,-1.845179,1.051486,-3.317973,1.505279,-1.845768,8.000000
3.190000,1.503435,-1.844387,1.048172,-3.310755,1.503434,-1.844976,7.000000
3.191000,1.501591,-1.843573,1.044865,-3.303496,1.501590,-1.844162,7.000000
3.192000,1.499748,-1.842736,1.041566,-3.296194,1.499747,-1.843326,7.000000
3.193000,1.497905,-1.841878,1.038273,-3.288851,1.497905,-1.842468,7.000000
3.194000,1.496064,-1.840998,1.034989,-3.281467,1.496064,-1.841588,7.000000
3.195000,1.494223,-1.840096,1.031711,-3.274041,1.494223,-1.840686,7.000000
3.196000,1.492384,-1.839172,1.028441,-3.266573,1.492383,-1.839762,7.000000
3.197000,1.490545,-1.838226,1.025179,-3.259065,1.490545,-1.838816,7.000000
3.198000,1.488707,-1.837258,1.021924,-3.251515,1.488707,-1.837849,7.000000
3.199000,1.486870,-1.836269,1.018677,-3.243925,1.486870,-1.836859,7.000000
3.200000,1.485035,-1.835257,1.015437,-3.236295,1.485034,-1.835848,11.000000
3.201000,1.483200,-1.834224,1.012205,-3.228624,1.483200,-1.834815,11.000000
3.202000,1.481366,-1.833169,1.008980,-3.220912,1.481366,-1.833760,12.000000
3.203000,1.479534,-1.832092,1.005764,-3.213161,1.479533,-1.832683,11.000000
3.204000,1.477702,-1.830993,1.002555,-3.205369,1.477702,-1.831584,11.000000
3.205000,1.475872,-1.829873,0.999354,-3.197538,1.475871,-1.830464,11.000000
3.206000,1.474042,-1.828731,0.996161,-3.189668,1.474042,-1.829322,11.000000
3.207000,1.472214,-1.827567,0.992975,-3.181758,1.472214,-1.828158,10.000000
3.208000,1.470387,-1.826381,0.989798,-3.173808,1.470387,-1.826973,11.000000
3.209000,1.468561,-1.825174,0.986628,-3.165820,1.468561,-1.825765,10.000000
3.210000,1.466737,-1.823945,0.983467,-3.157793,1.466737,-1.824536,10.000000
3.211000,1.464914,-1.822694,0.980314,-3.149727,1.464913,-1.823286,10.000000
3.212000,1.463091,-1.821422,0.977168,-3.141622,1.463091,-1.822014,10.000000
3.213000,1.461271,-1.820128,0.974031,-3.133479,1.461270,-1.820720,11.000000
3.214000,1.459451,-1.818812,0.970902,-3.125298,1.459451,-1.819404,13.000000
3.215000,1.457633,-1.817475,0.967782,-3.117079,1.457633,-1.818067,11.000000
3.216000,1.455816,-1.816116,0.964669,-3.108822,1.455816,-1.816709,21.000000
3.217000,1.454001,-1.814736,0.961565,-3.100527,1.454001,-1.815329,11.000000
3.218000,1.452187,-1.813334,0.958469,-3.092195,1.452187,-1.813927,21.000000
3.219000,1.450374,-1.811911,0.955381,-3.083825,1.450374,-1.812504,13.000000
3.220000,1.448563,-1.810466,0.952302,-3.075419,1.448563,-1.811059,50451.000000
3.221000,1.446753,-1.809000,0.949231,-3.066975,1.446753,-1.809593,18.000000
3.222000,1.444945,-1.807512,0.946169,-3.058494,1.444945,-1.808105,31.000000
3.223000,1.443138,-1.806003,0.943115,-3.049977,1.443138,-1.806596,15.000000
3.224000,1.441333,-1.804473,0.940070,-3.041424,1.441333,-1.805066,12.000000
3.225000,1.439529,-1.802921,0.937033,-3.032834,1.439529,-1.803514,87.000000
3.226000,1.437727,-1.801347,0.934005,-3.024208,1.437727,-1.801941,18.000000
3.227000,1.435927,-1.799753,0.930986,-3.015546,1.435926,-1.800346,10.000000
3.228000,1.434128,-1.798137,0.927975,-3.006848,1.434127,-1.798730,11.000000
3.229000,1.432330,-1.796500,0.924973,-2.998114,1.432330,-1.797093,18.000000
3.230000,1.430535,-1.794841,0.921979,-2.989345,1.430534,-1.795435,11.000000
3.231000,1.428741,-1.793162,0.918995,-2.980541,1.428740,-1.793756,12.000000
3.232000,1.426948,-1.791461,0.916019,-2.971702,1.426948,-1.792055,11.000000
3.233000,1.425158,-1.789739,0.913052,-2.962828,1.425157,-1.790333,10.000000
3.234000,1.423369,-1.787996,0.910095,-2.953919,1.423369,-1.788590,10.000000
3.235000,1.421582,-1.786231,0.907146,-2.944976,1.421581,-1.786825,16.000000
3.236000,1.419796,-1.784446,0.904205,-2.935998,1.419796,-1.785040,29.000000
3.237000,1.418013,-1.782640,0.901274,-2.926986,1.418013,-1.783234,12.000000
3.238000,1.416231,-1.780812,0.898352,-2.917940,1.416231,-1.781406,10.000000
3.239000,1.414451,-1.778963,0.895439,-2.908860,1.414451,-1.779558,18.000000
3.240000,1.412673,-1.777094,0.892536,-2.899747,1.412673,-1.777688,10.000000
3.241000,1.410897,-1.775203,0.889641,-2.890600,1.410897,-1.775797,10.000000
3.242000,1.409123,-1.773292,0.886755,-2.881419,1.409123,-1.773886,10.000000
3.243000,1.407351,-1.771359,0.883879,-2.872206,1.407350,-1.771954,10.000000
3.244000,1.405580,-1.769406,0.881012,-2.862960,1.405580,-1.770000,10.000000
3.245000,1.403812,-1.767432,0.878154,-2.853680,1.403811,-1.768026,9.000000
3.246000,1.402045,-1.765437,0.875305,-2.844368,1.402045,-1.766031,9.000000
3.247000,1.400281,-1.763421,0.872466,-2.835024,1.400281,-1.764015,9.000000
3.248000,1.398518,-1.761384,0.869636,-2.825647,1.398518,-1.761979,9.000000
3.249000,1.396758,-1.759327,0.866816,-2.816239,1.396758,-1.759922,9.000000
3.250000,1.395000,-1.757249,0.864005,-2.806798,1.394999,-1.757844,9.000000
3.251000,1.393244,-1.755150,0.861203,-2.797326,1.393243,-1.755745,9.000000
3.252000,1.391489,-1.753031,0.858411,-2.787822,1.391489,-1.753626,9.000000
3.253000,1.389738,-1.750891,0.855629,-2.778286,1.389737,-1.751486,9.000000
3.254000,1.387988,-1.748730,0.852856,-2.768720,1.387987,-1.749325,9.000000
3.255000,1.386240,-1.746549,0.850092,-2.759122,1.386240,-1.747144,9.000000
3.256000,1.384495,-1.744348,0.847338,-2.749494,1.384494,-1.744942,9.000000
3.257000,1.382751,-1.742125,0.844594,-2.739835,1.382751,-1.742720,11.000000
3.258000,1.381010,-1.739883,0.841860,-2.730145,1.381010,-1.740477,10.000000
3.259000,1.379272,-1.737620,0.839135,-2.720425,1.379271,-1.738214,9.000000
3.260000,1.377535,-1.735336,0.836420,-2.710674,1.377535,-1.735931,9.000000
3.261000,1.375801,-1.733032,0.833714,-2.700894,1.375801,-1.733627,10.000000
3.262000,1.374069,-1.730708,0.831019,-2.691084,1.374069,-1.731303,10.000000
3.263000,1.372340,-1.728364,0.828333,-2.681244,1.372339,-1.728958,10.000000
3.264000,1.370612,-1.725999,0.825657,-2.671375,1.370612,-1.726594,17.000000
3.265000,1.368888,-1.723614,0.822991,-2.661476,1.368887,-1.724209,10.000000
3.266000,1.367165,-1.721209,0.820335,-2.651549,1.367165,-1.721803,10.000000
3.267000,1.365445,-1.718783,0.817689,-2.641592,1.365445,-1.719378,10.000000
3.268000,1.363728,-1.716338,0.815053,-2.631607,1.363727,-1.716933,10.000000
3.269000,1.362012,-1.713872,0.812427,-2.621593,1.362012,-1.714467,10.000000
3.270000,1.360300,-1.711387,0.809811,-2.611550,1.360300,-1.711981,10.000000
3.271000,1.358590,-1.708881,0.807205,-2.601479,1.358589,-1.709476,11.000000
3.272000,1.356882,-1.706355,0.804609,-2.591380,1.356882,-1.706950,44956.000000
3.273000,1.355177,-1.703810,0.802023,-2.581254,1.355177,-1.704404,12.000000
3.274000,1.353474,-1.701244,0.799448,-2.571099,1.353474,-1.701839,10.000000
3.275000,1.351775,-1.698659,0.796882,-2.560917,1.351774,-1.699253,10.000000
3.276000,1.350077,-1.696054,0.794327,-2.550707,1.350077,-1.696648,10.000000
3.277000,1.348382,-1.693429,0.791782,-2.540470,1.348382,-1.694023,10.000000
3.278000,1.346690,-1.690784,0.789247,-2.530206,1.346690,-1.691378,10.000000
3.279000,1.345001,-1.688119,0.786722,-2.519915,1.345001,-1.688714,10.000000
3.280000,1.343314,-1.685435,0.784208,-2.509598,1.343314,-1.686030,10.000000
3.281000,1.341630,-1.682731,0.781704,-2.499254,1.341630,-1.683326,10.000000
3.282000,1.339949,-1.680008,0.779211,-2.488883,1.339948,-1.680602,11.000000
3.283000,1.338270,-1.677265,0.776728,-2.478486,1.338270,-1.677859,10.000000
3.284000,1.336594,-1.674502,0.774255,-2.468063,1.336594,-1.675096,10.000000
3.285000,1.334921,-1.671720,0.771792,-2.457615,1.334921,-1.672314,10.000000
3.286000,1.333251,-1.668918,0.769341,-2.447140,1.333250,-1.669513,10.000000
3.287000,1.331583,-1.666097,0.766899,-2.436640,1.331583,-1.666692,10.000000
3.288000,1.329918,-1.663257,0.764468,-2.426114,1.329918,-1.663851,10.000000
3.289000,1.328257,-1.660397,0.762048,-2.415564,1.328256,-1.660991,10.000000
3.290000,1.326598,-1.657518,0.759638,-2.404988,1.326597,-1.658112,10.000000
3.291000,1.324942,-1.654620,0.757239,-2.394387,1.324941,-1.655214,10.000000
3.292000,1.323288,-1.651702,0.754851,-2.383762,1.323288,-1.652296,10.000000
3.293000,1.321638,-1.648766,0.752473,-2.373112,1.321638,-1.649360,10.000000
3.294000,1.319991,-1.645810,0.750105,-2.362438,1.319991,-1.646404,9.000000
3.295000,1.318347,-1.642835,0.747749,-2.351739,1.318346,-1.643429,10.000000
3.296000,1.316705,-1.639841,0.745403,-2.341016,1.316705,-1.640435,11.000000
3.297000,1.315067,-1.636828,0.743068,-2.330270,1.315067,-1.637422,10.000000
3.298000,1.313432,-1.633796,0.740744,-2.319499,1.313431,-1.634390,10.000000
3.299000,1.311799,-1.630745,0.738430,-2.308705,1.311799,-1.631339,10.000000
3.300000,1.310170,-1.627675,0.736127,-2.297888,1.310170,-1.628269,21.000000
3.301000,1.308544,-1.624587,0.733835,-2.287048,1.308544,-1.625180,29.000000
3.302000,1.306921,-1.621479,0.731554,-2.276184,1.306921,-1.622073,12.000000
3.303000,1.305301,-1.618353,0.729284,-2.265297,1.305301,-1.618947,11.000000
3.304000,1.303684,-1.615208,0.727025,-2.254388,1.303684,-1.615802,16.000000
3.305000,1.302071,-1.612045,0.724776,-2.243456,1.302070,-1.612638,11.000000
3.306000,1.300460,-1.608863,0.722539,-2.232502,1.300460,-1.609456,10.000000
3.307000,1.298853,-1.605662,0.720313,-2.221525,1.298853,-1.606255,14.000000
3.308000,1.297249,-1.602443,0.718097,-2.210526,1.297249,-1.603036,14.000000
3.309000,1.295648,-1.599205,0.715893,-2.199505,1.295648,-1.599798,11.000000
3.310000,1.294050,-1.595949,0.713699,-2.188463,1.294050,-1.596542,11.000000
3.311000,1.292456,-1.592674,0.711517,-2.177398,1.292456,-1.593267,11.000000
3.312000,1.290865,-1.589381,0.709345,-2.166313,1.290865,-1.589974,17.000000
3.313000,1.289277,-1.586070,0.707185,-2.155205,1.289277,-1.586663,12.000000
3.314000,1.287693,-1.582740,0.705036,-2.144077,1.287693,-1.583333,11.000000
3.315000,1.286112,-1.579393,0.702898,-2.132928,1.286112,-1.579985,53638.000000
3.316000,1.284534,-1.576027,0.700771,-2.121758,1.284534,-1.576619,30.000000
3.317000,1.282960,-1.572643,0.698656,-2.110567,1.282960,-1.573235,25.000000
3.318000,1.281389,-1.569240,0.696551,-2.099355,1.281389,-1.569833,19.000000
3.319000,1.279821,-1.565820,0.694458,-2.088124,1.279821,-1.566413,19.000000
3.320000,1.278257,-1.562382,0.692376,-2.076871,1.278257,-1.562974,15.000000
3.321000,1.276697,-1.558926,0.690306,-2.065599,1.276696,-1.559518,13.000000
3.322000,1.275139,-1.555452,0.688246,-2.054307,1.275139,-1.556044,15.000000
3.323000,1.273586,-1.551960,0.686198,-2.042995,1.273585,-1.552552,12.000000
3.324000,1.272036,-1.548450,0.684161,-2.031664,1.272035,-1.549042,11.000000
3.325000,1.270489,-1.544923,0.682136,-2.020313,1.270489,-1.545515,10.000000
3.326000,1.268946,-1.541378,0.680122,-2.008942,1.268945,-1.541970,12.000000
3.327000,1.267406,-1.537815,0.678119,-1.997553,1.267406,-1.538407,9.000000
3.328000,1.265870,-1.534235,0.676128,-1.986144,1.265870,-1.534826,10.000000
3.329000,1.264338,-1.530637,0.674148,-1.974717,1.264337,-1.531228,9.000000
3.330000,1.262809,-1.527021,0.672180,-1.963271,1.262809,-1.527613,10.000000
3.331000,1.261284,-1.523388,0.670223,-1.951806,1.261283,-1.523980,13.000000
3.332000,1.259762,-1.519738,0.668277,-1.940323,1.259762,-1.520329,10.000000
3.333000,1.258244,-1.516070,0.666343,-1.928822,1.258244,-1.516661,10.000000
3.334000,1.256730,-1.512385,0.664421,-1.917302,1.256730,-1.512976,9.000000
3.335000,1.255219,-1.508683,0.662510,-1.905765,1.255219,-1.509274,9.000000
3.336000,1.253713,-1.504964,0.660610,-1.894209,1.253712,-1.505554,10.000000
3.337000,1.252209,-1.501227,0.658723,-1.882636,1.252209,-1.501818,9.000000
3.338000,1.250710,-1.497473,0.656846,-1.871046,1.250710,-1.498064,10.000000
3.339000,1.249215,-1.493702,0.654982,-1.859438,1.249214,-1.494293,10.000000
3.340000,1.247723,-1.489915,0.653129,-1.847813,1.247722,-1.490505,11.000000
3.341000,1.246235,-1.486110,0.651287,-1.836170,1.246234,-1.486700,11.000000
3.342000,1.244750,-1.482288,0.649457,-1.824511,1.244750,-1.482878,14.000000
3.343000,1.243270,-1.478449,0.647639,-1.812835,1.243270,-1.479039,10.000000
3.344000,1.241794,-1.474594,0.645833,-1.801142,1.241793,-1.475184,11.000000
3.345000,1.240321,-1.470722,0.644038,-1.789433,1.240321,-1.471312,10.000000
3.346000,1.238852,-1.466833,0.642255,-1.777707,1.238852,-1.467423,12.000000
3.347000,1.237387,-1.462928,0.640484,-1.765965,1.237387,-1.463517,10.000000
3.348000,1.235926,-1.459005,0.638724,-1.754207,1.235926,-1.459595,11.000000
3.349000,1.234469,-1.455067,0.636977,-1.742433,1.234469,-1.455656,11.000000
3.350000,1.233016,-1.451112,0.635241,-1.730643,1.233016,-1.451701,10.000000
3.351000,1.231567,-1.447140,0.633517,-1.718838,1.231567,-1.447729,10.000000
3.352000,1.230122,-1.443152,0.631804,-1.707017,1.230122,-1.443741,14.000000
3.353000,1.228681,-1.439148,0.630104,-1.695180,1.228680,-1.439737,11.000000
3.354000,1.227244,-1.435127,0.628415,-1.683329,1.227243,-1.435716,12.000000
3.355000,1.225811,-1.431090,0.626738,-1.671462,1.225810,-1.431679,12.000000
3.356000,1.224381,-1.427037,0.625073,-1.659580,1.224381,-1.427626,11.000000
3.357000,1.222956,-1.422968,0.623420,-1.647683,1.222956,-1.423556,57.000000
3.358000,1.221536,-1.418883,0.621779,-1.635772,1.221535,-1.419471,16.000000
3.359000,1.220119,-1.414781,0.620150,-1.623846,1.220118,-1.415370,10.000000
3.360000,1.218706,-1.410664,0.618533,-1.611906,1.218706,-1.411252,11.000000
3.361000,1.217297,-1.406531,0.616927,-1.599951,1.217297,-1.407119,10.000000
3.362000,1.215893,-1.402382,0.615334,-1.587982,1.215893,-1.402970,10.000000
3.363000,1.214493,-1.398217,0.613753,-1.575999,1.214492,-1.398805,9.000000
3.364000,1.213096,-1.394037,0.612183,-1.564002,1.213096,-1.394624,10.000000
3.365000,1.211705,-1.389840,0.610626,-1.551992,1.211704,-1.390428,10.000000
3.366000,1.210317,-1.385628,0.609080,-1.539967,1.210317,-1.386216,9.000000
3.367000,1.208933,-1.381401,0.607547,-1.527930,1.208933,-1.381988,10.000000
3.368000,1.207554,-1.377158,0.606026,-1.515879,1.207554,-1.377745,10.000000
3.369000,1.206179,-1.372899,0.604517,-1.503814,1.206179,-1.373486,10.000000
3.370000,1.204808,-1.368625,0.603019,-1.491737,1.204808,-1.369212,10.000000
3.371000,1.203442,-1.364336,0.601534,-1.479646,1.203441,-1.364923,42435.000000
3.372000,1.202080,-1.360031,0.600061,-1.467543,1.202079,-1.360618,30.000000
3.373000,1.200722,-1.355711,0.598600,-1.455427,1.200721,-1.356298,16.000000
3.374000,1.199368,-1.351376,0.597152,-1.443298,1.199368,-1.351962,14.000000
3.375000,1.198019,-1.347026,0.595715,-1.431157,1.198019,-1.347612,12.000000
3.376000,1.196674,-1.342661,0.594291,-1.419004,1.196674,-1.343247,13.000000
3.377000,1.195334,-1.338280,0.592878,-1.406838,1.195333,-1.338866,12.000000
3.378000,1.193998,-1.333885,0.591478,-1.394660,1.193997,-1.334471,12.000000
3.379000,1.192666,-1.329475,0.590090,-1.382471,1.192666,-1.330060,11.000000
3.380000,1.191339,-1.325050,0.588714,-1.370269,1.191338,-1.325635,10.000000
3.381000,1.190016,-1.320610,0.587351,-1.358056,1.190015,-1.321195,11.000000
3.382000,1.188697,-1.316155,0.585999,-1.345831,1.188697,-1.316740,11.000000
3.383000,1.187383,-1.311685,0.584660,-1.333595,1.187383,-1.312270,11.000000
3.384000,1.186074,-1.307201,0.583334,-1.321347,1.186074,-1.307786,11.000000
3.385000,1.184769,-1.302703,0.582019,-1.309088,1.184769,-1.303287,11.000000
3.386000,1.183469,-1.298190,0.580717,-1.296819,1.183468,-1.298774,10.000000
3.387000,1.182173,-1.293662,0.579427,-1.284538,1.182172,-1.294246,11.000000
3.388000,1.180881,-1.289120,0.578149,-1.272246,1.180881,-1.289704,13.000000
3.389000,1.179594,-1.284563,0.576883,-1.259944,1.179594,-1.285147,16.000000
3.390000,1.178312,-1.279993,0.575630,-1.247631,1.178312,-1.280577,12.000000
3.391000,1.177034,-1.275408,0.574389,-1.235307,1.177034,-1.275991,12.000000
3.392000,1.175761,-1.270809,0.573161,-1.222974,1.175761,-1.271392,12.000000
3.393000,1.174493,-1.266195,0.571945,-1.210630,1.174493,-1.266779,11.000000
3.394000,1.173229,-1.261568,0.570741,-1.198276,1.173229,-1.262151,12.000000
3.395000,1.171970,-1.256927,0.569549,-1.185912,1.171969,-1.257510,11.000000
3.396000,1.170715,-1.252271,0.568370,-1.173538,1.170715,-1.252854,11.000000
3.397000,1.169465,-1.247602,0.567203,-1.161154,1.169465,-1.248185,11.000000
3.398000,1.168220,-1.242919,0.566049,-1.148761,1.168220,-1.243502,11.000000
3.399000,1.166979,-1.238222,0.564907,-1.136358,1.166979,-1.238805,10.000000
3.400000,1.165743,-1.233512,0.563778,-1.123946,1.165743,-1.234094,12.000000
3.401000,1.164512,-1.228788,0.562660,-1.111524,1.164512,-1.229370,10.000000
3.402000,1.163286,-1.224050,0.561556,-1.099093,1.163286,-1.224632,10.000000
3.403000,1.162064,-1.219299,0.560464,-1.086654,1.162064,-1.219881,10.000000
3.404000,1.160847,-1.214534,0.559384,-1.074205,1.160847,-1.215116,11.000000
3.405000,1.159635,-1.209756,0.558316,-1.061748,1.159635,-1.210337,10.000000
3.406000,1.158428,-1.204964,0.557261,-1.049282,1.158428,-1.205546,10.000000
3.407000,1.157225,-1.200159,0.556219,-1.036807,1.157225,-1.200741,10.000000
3.408000,1.156027,-1.195341,0.555189,-1.024324,1.156027,-1.195922,11.000000
3.409000,1.154835,-1.190510,0.554172,-1.011832,1.154834,-1.191091,11.000000
3.410000,1.153646,-1.185665,0.553167,-0.999332,1.153646,-1.186246,10.000000
3.411000,1.152463,-1.180808,0.552174,-0.986825,1.152463,-1.181388,10.000000
3.412000,1.151285,-1.175937,0.551194,-0.974309,1.151285,-1.176518,10.000000
3.413000,1.150111,-1.171054,0.550227,-0.961785,1.150111,-1.171634,12.000000
3.414000,1.148943,-1.166157,0.549272,-0.949253,1.148942,-1.166738,54835.000000
3.415000,1.147779,-1.161248,0.548330,-0.936714,1.147779,-1.161828,16.000000
3.416000,1.146620,-1.156326,0.547400,-0.924167,1.146620,-1.156906,12.000000
3.417000,1.145466,-1.151391,0.546483,-0.911613,1.145466,-1.151971,11.000000
3.418000,1.144317,-1.146444,0.545578,-0.899051,1.144317,-1.147024,10.000000
3.419000,1.143174,-1.141484,0.544686,-0.886483,1.143173,-1.142064,15.000000
3.420000,1.142035,-1.136512,0.543806,-0.873907,1.142034,-1.137091,13.000000
3.421000,1.140900,-1.131527,0.542939,-0.861324,1.140900,-1.132106,13.000000
3.422000,1.139771,-1.126530,0.542085,-0.848734,1.139771,-1.127109,14.000000
3.423000,1.138647,-1.121520,0.541243,-0.836137,1.138647,-1.122099,17.000000
3.424000,1.137528,-1.116498,0.540414,-0.823534,1.137528,-1.117077,95.000000
3.425000,1.136414,-1.111464,0.539597,-0.810924,1.136414,-1.112043,20.000000
3.426000,1.135306,-1.106418,0.538793,-0.798308,1.135305,-1.106996,13.000000
3.427000,1.134202,-1.101359,0.538002,-0.785685,1.134201,-1.101937,11.000000
3.428000,1.133103,-1.096289,0.537223,-0.773056,1.133103,-1.096867,23.000000
3.429000,1.132009,-1.091206,0.536457,-0.760421,1.132009,-1.091784,14.000000
3.430000,1.130920,-1.086112,0.535703,-0.747780,1.130920,-1.086690,13.000000
3.431000,1.129837,-1.081005,0.534963,-0.735133,1.129837,-1.081583,9.000000
3.432000,1.128758,-1.075887,0.534234,-0.722480,1.128758,-1.076465,10.000000
3.433000,1.127685,-1.070758,0.533519,-0.709821,1.127685,-1.071335,9.000000
3.434000,1.126617,-1.065616,0.532816,-0.697157,1.126617,-1.066194,10.000000
3.435000,1.125554,-1.060463,0.532126,-0.684488,1.125554,-1.061040,10.000000
3.436000,1.124496,-1.055298,0.531448,-0.671813,1.124496,-1.055875,11.000000
3.437000,1.123443,-1.050122,0.530784,-0.659132,1.123443,-1.050699,10.000000
3.438000,1.122396,-1.044935,0.530131,-0.646447,1.122395,-1.045512,9.000000
3.439000,1.121353,-1.039736,0.529492,-0.633756,1.121353,-1.040312,9.000000
3.440000,1.120316,-1.034526,0.528865,-0.621060,1.120316,-1.035102,9.000000
3.441000,1.119284,-1.029304,0.528251,-0.608360,1.119284,-1.029880,10.000000
3.442000,1.118258,-1.024071,0.527650,-0.595655,1.118257,-1.024648,9.000000
3.443000,1.117236,-1.018828,0.527061,-0.582945,1.117236,-1.019404,9.000000
3.444000,1.116220,-1.013573,0.526485,-0.570230,1.116220,-1.014149,10.000000
3.445000,1.115209,-1.008307,0.525922,-0.557512,1.115209,-1.008883,12.000000
